"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2018 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions
,,Laboratoires CDL Inc.,"MONTRÉAL, QC H3S 1Z5","0124-Advertising, marketing and public relations managers",1
,,Larochelle Groupe Conseil Inc.,"Montréal, QC H3B 2N2",2171-Information systems analysts and consultants,1
,,Le Centre de Maintenance Andy Inc.,"SALABERRY-DE-VALLEYFIELD, QC J6S 6J2",7231-Machinists and machining and tooling inspectors,11
,,Le Lavoir St-Jovite Inc.,"Mont-Tremblant, QC J8E 3J8",1241-Administrative assistants,1
,,Le studio CyberConnect2 Montréal Inc.,"MONTRÉAL, QC H2K 3B3",5241-Graphic designers and illustrators,1
,,Les 7 doigts de la main (2003) inc.,"MONTRÉAL, QC H2X 2T5","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,,,"5232-Other performers, n.e.c.",4
,,Les artisans du paysage du Québec inc.,"Québec, QC G2G 1C1",2225-Landscape and horticulture technicians and specialists,2
,,Les Conseillers en Informatique IEG Inc.,"MONTRÉAL, QC H4N 2L3",2174-Computer programmers and interactive media developers,1
,,Les Engrenages Sherbrooke Inc,"SHERBROOKE, QC J1G 1Y5",7231-Machinists and machining and tooling inspectors,2
,,Les Entreprises Maritimes Bouchard inc.,"GASPÉ, QC G4X 5G2",7237-Welders and related machine operators,3
,,,,7312-Heavy-duty equipment mechanics,1
,,Les équipements Masse (1987) Inc.,"Trois-Rivières, QC G9B 7J5",7511-Transport truck drivers,1
,,Les Équipements Y G E Inc.,"Saint-Raymond, QC G3L 3X4",7231-Machinists and machining and tooling inspectors,1
,,Les importations et distribution iris inc.,"MONTRÉAL, QC H1H 5A6",1222-Executive assistants,1
,,Les Industries Amisco,"L'Islet, QC G0R 2C0",7231-Machinists and machining and tooling inspectors,3
,,,,7237-Welders and related machine operators,3
,,Les Laboratoires Interdata Inc.,"Montréal, QC H2S 1R4",2173-Software engineers and designers,1
,,Les opéras Équestres du Québec,"Sainte-Marguerite-Estérel, QC J0T 1L0","5232-Other performers, n.e.c.",1
,,LES PRODUCTIONS GESTEV INC.,"Montréal, QC H3C 4M8",5134-Dancers,2
,,Les Productions Haut-Vol Inc.,"SAINTE MADELEINE, QC J0H 1S0","5232-Other performers, n.e.c.",9
,,Les Productions Neuvart Inc.,"Montreal, QC H2Y 3E1","5131-Producers, directors, choreographers and related occupations",2
,,,,"5232-Other performers, n.e.c.",2
,,Les Résidences Chanoine-Scott Inc.,"Québec, QC G1V 3N5",6322-Cooks,1
,,Les Services Conseils Systématix Inc.,"QUÉBEC, QC G1V 4W2",2174-Computer programmers and interactive media developers,3
,,Les Studios Moment Factory Inc.,"Montréal, QC H2V 4H8","5131-Producers, directors, choreographers and related occupations",1
,,Lexum Informatique juridique inc,"MONTRÉAL, QC H2W 2R2",2174-Computer programmers and interactive media developers,1
,,Liard Industries Inc.,"Joliette, QC J6E 4B7",7231-Machinists and machining and tooling inspectors,3
,,,,7237-Welders and related machine operators,3
,,Lifestyle Group Distribution Inc.,"Montreal, QC H2N 2E8",6222-Retail and wholesale buyers,2
,,LOGIX  ITS INC.,"MONTREAL, QC H4Z 1E9",2173-Software engineers and designers,1
,,Loop Canada Inc.,"Terrebonne, QC J6Y 1Y4",0212-Architecture and science managers,1
,,Madame Brown Inc,"MONTREAL, QC H2J 3C5","5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,,,"5232-Other performers, n.e.c.",1
,,Mecachrome Canada inc.,"Mirabel, QC J7N 3L3",6221-Technical sales specialists - wholesale trade,1
,,Mecaer America Inc.,"Laval, QC H7L 6C4",1112-Financial and investment analysts,1
,,Medisca Pharmaceutique Inc.,"Saint-Laurent, QC H4R 3A6",6221-Technical sales specialists - wholesale trade,1
,,Métosak Inc,"Sherbrooke, QC J1C 0W2",7237-Welders and related machine operators,1
,,Metro Logistics Inc.,"MONTREAL, QC H3A 3L6","0016-Senior managers - construction, transportation, production and utilities",1
,,Mewlogic inc.,"Montreal, QC H3A 3J2",2171-Information systems analysts and consultants,1
,,Microdrones Canada Inc.,"Vaudreuil-Dorion, QC J7V 8P2",0211-Engineering managers,1
,,Momentum Technologies inc.,"Québec, QC G2J 0B9",2174-Computer programmers and interactive media developers,2
,,Navut inc.,"Montreal, QC H3C 1N8",2175-Web designers and developers,1
,,Northforge Innovations Inc,"Gatineau, QC J8X 3H3",2173-Software engineers and designers,1
,,Nutech inc.,"Disraeli, QC G0N 1E0",2232-Mechanical engineering technologists and technicians,1
,,,,7231-Machinists and machining and tooling inspectors,8
,,N'Ware Technologies Services,"SAINT-GEORGES, QC G6A 0C5",2174-Computer programmers and interactive media developers,1
,,Objectif Lune Inc.,"Montréal, QC H1V 2C8","1123-Professional occupations in advertising, marketing and public relations",1
,,Office d'Investissement des Régimes de Pension du secteur public,"Montréal, QC H3B 5E9","0122-Banking, credit and other investment managers",1
,,,,1112-Financial and investment analysts,1
,,OHL Construction Canada Inc.,"MONTREAL, QC H2X 3R7",2234-Construction estimators,1
,,ON Animation Studio Montreal Inc.,"Montréal, QC H3H 2K5",5241-Graphic designers and illustrators,3
,,Optimacell Inc o/a Mobile Snap,"LAVAL, QC H7P 6E4",7246-Telecommunications installation and repair workers,1
,,OSF Global Services inc.,"QUÉBEC, QC G2K 2H6","1123-Professional occupations in advertising, marketing and public relations",1
,,Overseas Express Consolidations (Canada) inc.,"Saint-Laurent, QC H4T 1P5",2174-Computer programmers and interactive media developers,1
,,PAUL ROCHELEAU INC.,"VICTORIAVILLE?F?, QC G6T 1S6","0124-Advertising, marketing and public relations managers",1
,,Plastiques Anchor Ltée,"L'Assomption, QC J5W 1Z1","9214-Supervisors, plastic and rubber products manufacturing",1
,,Polarsat Inc,"Dorval, QC H9P 2W2",7246-Telecommunications installation and repair workers,1
,,Power Corporation du Canada,"Montréal, QC H2Y 2J3",1112-Financial and investment analysts,1
,,Précision SM inc.,"St-Marc-des-Carrières, QC G0A 4B0",7231-Machinists and machining and tooling inspectors,4
,,Premier Tech Home & Garden Inc,"Rivière-du-Loup, QC G5R 6C1",1225-Purchasing agents and officers,1
,,Premier Tech Limitée,"Rivière-du-Loup, QC G5R 6C1",1241-Administrative assistants,1
,,,,6221-Technical sales specialists - wholesale trade,1
,,,,7333-Electrical mechanics,1
,,Premier Tech Technologies Limitée,"Rivière-du-Loup, QC G5R 6C1",7333-Electrical mechanics,1
,,Prince Logistic Services,"LACHINE, QC H8R 1H3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Productions Double Negative Montréal Ltée,"MONTRÉAL, QC H2Y 1A6",5241-Graphic designers and illustrators,6
,,Produits de construction Derby inc.,"St-Augustin-de-Desmaures, QC G3A 2K1",7231-Machinists and machining and tooling inspectors,2
,,,,7333-Electrical mechanics,3
,,Pyritest inc.,"Longueuil, QC J4H 3V9",2231-Civil engineering technologists and technicians,1
,,Rasakti inc.,"St-Germain-de-Grantham, QC J0C 1K0",7231-Machinists and machining and tooling inspectors,1
,,Reitmans Canada Ltd,"Montréal, QC H3L 1Z2","5232-Other performers, n.e.c.",18
,,Restaurant Alexandre,"MONTRÉAL, QC J7P 2A9",6321-Chefs,1
,,Restaurant Donnacona (2014) inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Restaurant El Meson Inc.,"Montréal, QC H8S 2N1",6322-Cooks,1
,,Restaurant La Chronique inc,"Montréal, QC H2T 2N7",6321-Chefs,1
,,Restaurant la Colombe Inc.,"MONTRÉAL, QC H2L 1A9",6322-Cooks,1
,,Restaurant Normandin (2014) Inc.,"Québec, QC G2B 1B3",6322-Cooks,3
,,Restaurant Thang long,"Québec, QC G1R 1A4",6322-Cooks,1
,,Restaurant Vincenzo Pasta-Grill (9249-6629 QUÉBEC INC.),"Trois-Rivières, QC G9A 6M1",6322-Cooks,3
,,Rotobec Inc.,"Sainte-Justine, QC G0R 1Y0",7231-Machinists and machining and tooling inspectors,2
,,,,7237-Welders and related machine operators,2
,,,,7312-Heavy-duty equipment mechanics,2
,,,,7333-Electrical mechanics,2
,,,,9416-Metalworking and forging machine operators,2
,,,,"9536-Industrial painters, coaters and metal finishing process operators",2
,,Sajo Inc.,"VILLE MONT-ROYAL, QC H3P 3C8",1241-Administrative assistants,1
,,Saputo Inc.,"Montreal, QC H1P 1X8",2173-Software engineers and designers,1
,,Services Conseils UMANTIC Inc,"Montréal, QC H3G 1W3","0124-Advertising, marketing and public relations managers",1
,,Services Sanitaires DF de Beauce inc,"Saint-georges de Beauce, QC G5Y 2J8",7237-Welders and related machine operators,1
,,SGT 2000 Inc,"St-Germain-de-Grantham, QC J0C 1K0",7511-Transport truck drivers,7
,,Simard Suspension Inc.,"BAIE-ST-PAUL, QC G3Z 2W9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",3
,,Skytech Communications Inc.,"Montreal, QC H3L 2E6",2282-User support technicians,1
,,Société Conseil Groupe LGS,"QUÉBEC, QC G1V 4K5",2171-Information systems analysts and consultants,3
,,,,2174-Computer programmers and interactive media developers,8
,,Société pour l'informatique industrielle SII Inc.,"MONTRÉAL, QC H3G 1Z7",6221-Technical sales specialists - wholesale trade,1
,,Spécialités Industrielles HMC Inc.,"SAINT-AUGUSTIN-DE-DESMAURES, QC G3A 2C8",7231-Machinists and machining and tooling inspectors,3
,,Spectrum Hospitality Canada Co,"ST-JEAN-SUR-RICHELIEU, QC J2X 5P7",6321-Chefs,6
,,Stack8 Technologies Inc.,"Montréal, QC H3A 1X6",2175-Web designers and developers,1
,,Statpro Canada Inc.,"MONTRÉAL, QC H3A 2N4","0013-Senior managers - financial, communications and other business services",1
,,Tangerine Investments Inc.,"MONTREAL, QC H3B 1R1","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,TelDig inc.,"Québec, QC G1V 4S1",2173-Software engineers and designers,1
,,Transport A. Laberge & Fils Inc.,"Lachine, QC H8S 1A5",7511-Transport truck drivers,8
,,Transport Explorer Inc.,"Laval, QC H7P 5P6",7511-Transport truck drivers,2
,,Transport Jocelyn Bourdeau Inc.,"St-Chrysostome, QC J0S 1R0",7511-Transport truck drivers,4
,,Transport Robert spécialisé Inc.,"Rougemont, QC J0L 1M0",7511-Transport truck drivers,1
,,Tricots Liesse (1983) Inc.,"Montréal, QC H3B 2A1",7311-Construction millwrights and industrial mechanics,2
,,"Troupe de danse serbe ""Légende""","Gatineau, QC J8V 2L4","5131-Producers, directors, choreographers and related occupations",1
,,Unity Technologies Canada Company,"MONTRÉAL, QC H3C 2N5",2173-Software engineers and designers,2
,,Université de Montréal,"Montréal, QC H3C 3J7",4011-University professors and lecturers,3
,,Université du Québec à Montréal,"MONTRÉAL, QC H3C 3P8",4011-University professors and lecturers,1
,,Université Laval,"QUÉBEC, QC G1V 0A6",3111-Specialist physicians,1
,,,,4011-University professors and lecturers,1
,,Université McGill,"MONTREAL, QC H3G 2M1",4011-University professors and lecturers,4
,,Upstaging Inc.,"MONTREAL, QC H3B 1R1","5131-Producers, directors, choreographers and related occupations",1
,,,,5225-Audio and video recording technicians,5
,,,,"5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",3
,,,,"5227-Support occupations in motion pictures, broadcasting, photography and the performing arts",1
,,,,"5243-Theatre, fashion, exhibit and other creative designers",3
,,USINAGE CNC PRODUCTION INC.,"Joliette, QC J6E 9G3",7231-Machinists and machining and tooling inspectors,2
,,Usinage et Fabrication Dulac Inc.,"SAINT-LUDGER, QC G0M 1W0",7237-Welders and related machine operators,4
,,Usinage Servitech Inc.,"Trois-Rivières, QC G9A 5E1",7231-Machinists and machining and tooling inspectors,3
,,USIPRO 03 inc.,"SAINTE-CLAIRE, QC G0R 2V0",7231-Machinists and machining and tooling inspectors,1
,,Usitech 2000 Inc.,"Saint-Anselme, QC G0R 2N0",7231-Machinists and machining and tooling inspectors,1
,,Vétoquinol N.-A. Inc.,"LAVALTRIE, QC J5T 3S5",1225-Purchasing agents and officers,1
,,Via Consultants Informatique (2000) Inc.,"Montreal, QC H2Y 1M6",2174-Computer programmers and interactive media developers,1
,,VILLA MÉDICA INC. (HÔPITAL),"Montréal, QC H2X 1C9",3142-Physiotherapists,1
,,Voonyx Inc,"LAC-BEAUPORT, QC G3B 1M7",2171-Information systems analysts and consultants,2
,,WB Games Montréal Inc.,"Montréal, QC H2L 4S8",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,1
,,Wrightway Training Ltd,"MONTREAL, QC H3B 1R1",2263-Inspectors in public and environmental health and occupational health and safety,2
,,ZÉBULON PERRON + ASSOCIÉS INC.,"MONTRÈAL, QC H2V 4C5",5241-Graphic designers and illustrators,1
,   Low Wage,8112029 Canada inc.,"Montréal, QC H2Z 1G6",6321-Chefs,1
,,9019-0786 Québec Inc.,"St-Faustin-Lac-Carré, QC J0T 1J2",8612-Landscaping and grounds maintenance labourers,1
,,9046-0585 QUÉBEC INC. (Tim Hortons),"Sainte-Hélène-de-Bagot, QC J0H 1M0",6311-Food service supervisors,2
,,9048-9493 Québec Inc.,"Saint-Benoît-Labre, QC G0M 1P0",7511-Transport truck drivers,5
,,9115-2389 Québec Inc.(AM Installations),"Yamaska, QC J0G 1W0",7612-Other trades helpers and labourers,8
,,9129-6509 Québec Inc,"NOTRE-DAME-DU-NORD, QC J0Z 3B0",6732-Specialized cleaners,1
,,9169-0362 Québec inc.,"Thetford-Mines, QC G6G 8B2",2211-Chemical technologists and technicians,1
,,9183-2220 QUÉBEC INC. (Tim Hortons),"Saint-Liboire, QC J0H 1R0",6311-Food service supervisors,1
,,"9215-5662 Quebec Inc. (Restaurant A&W, Sept-Îles)","Sept-Îles, QC G4R 1Y2",6311-Food service supervisors,3
,,9268-1766 Québec Inc.,"Beaumont, QC G0R 1C0",8612-Landscaping and grounds maintenance labourers,3
,,9269-5378 Québec inc.,"SAINT-LEONARD, QC H1P 1Y4",6332-Bakers,1
,,9281-9242 Quebec inc.,"VARENNES, QC J3X 1Y5",7335-Other small engine and small equipment repairers,1
,,9338-0186 Québec Inc.,"ROUYN-NORANDA, QC J9X 6P9",6311-Food service supervisors,5
,,9342-6476 Québec Inc,"Montréal, QC H3H 1M6",6322-Cooks,1
,,Aliments Asta Inc.,"St-Alexandre, QC G0L 2G0","9617-Labourers in food, beverage and associated products processing",10
,,Arboriculture Renauld Vachon Inc.,"Scott, QC G0S 3G0",8612-Landscaping and grounds maintenance labourers,1
,,Atelier mécanique Dufour (9274-4754 Québec Inc.),"ST-URBAIN, QC G0A 4K0",6731-Light duty cleaners,1
,,Bercomac Limitée,"ADSTOCK, QC G0N 1S0",7237-Welders and related machine operators,3
,,CAVALIA Inc,"MONTRÉAL, QC H2H 2L5","1123-Professional occupations in advertising, marketing and public relations",1
,,,,"6313-Accommodation, travel, tourism and related services supervisors",3
,,,,6322-Cooks,2
,,,,"6342-Tailors, dressmakers, furriers and milliners",3
,,,,6563-Pet groomers and animal care workers,4
,,CIF Métal Ltée,"Thetford Mines, QC G6G 8B2",9412-Foundry workers,7
,,Clermond Hamel Ltée,"Saint-Ephrem-de-Beauce, QC G0M 1R0",9533-Other wood products assemblers and inspectors,1
,,Clyvanor Ltée,"Saint-Georges, QC G5Y 8J1",9533-Other wood products assemblers and inspectors,8
,,Comptoir Agricole Ste-Anne inc.,"Repentigny, QC J5Z 4X5",7612-Other trades helpers and labourers,21
,,E. Gagnon et Fils Ltée,"Ste-Thérèse, QC G0C 3B0",9618-Labourers in fish and seafood processing,29
,,Embellissement Charlevoix Inc.,"LA MALBAIE, QC G5A 2N5",8612-Landscaping and grounds maintenance labourers,2
,,Entrepreneur Paysagistes Strathmore (1997) Ltée,"Montreal, QC H8N 2Z2",8612-Landscaping and grounds maintenance labourers,10
,,Enverdure 2010 SENC,"RIGAUD, QC J0P 1P0",8612-Landscaping and grounds maintenance labourers,1
,,Envirostable Inc.,"Carignan, QC J3L 0K4",8612-Landscaping and grounds maintenance labourers,2
,,Équipements Saguenay (1982) Ltée,"CHICOUTIMI, QC G7H 1G3","6342-Tailors, dressmakers, furriers and milliners",6
,,Excavation Alain Lemay inc.,"St-Édouard de Lotbinière, QC G0S 1Y0",7611-Construction trades helpers and labourers,6
,,Ferme des voltigeurs inc.,"Drummondville, QC J2E 0E8","9462-Industrial butchers and meat cutters, poultry preparers and related workers",8
,,Fruit d'Or Inc.,"Villeroy, QC G0S 3K0","9461-Process control and machine operators, food, beverage and associated products processing",1
,,GDI Services (Québec) S.E.C.,"QUÉBEC, QC G1N 2E7",6731-Light duty cleaners,10
,,Gestion Estérels Inc.,"ESTÉREL, QC J0T 1E0","6711-Food counter attendants, kitchen helpers and related support occupations",10
,,,,6731-Light duty cleaners,8
,,Groupe Anderson Inc.,"Chesterville, QC G0P 1J0",7237-Welders and related machine operators,7
,,Irrigation de Leemans Inc.,"ST-THOMAS, QC J0K 3L0",8612-Landscaping and grounds maintenance labourers,2
,,La Boutique de Noël de Québec inc,"Québec, QC G1R 4A2",6211-Retail sales supervisors,1
,,La Crevette du Nord Atlantique Inc.,"Gaspé, QC G4X 1T5",9618-Labourers in fish and seafood processing,5
,,La Renaissance des Îles Inc,"L'Étang-du-Nord, QC G4T 3M1",9463-Fish and seafood plant workers,29
,,,,9618-Labourers in fish and seafood processing,5
,,Le Manoir Richelieu ltée,"La Malbaie, QC G5A 1X7",6731-Light duty cleaners,20
,,LE PETIT QUEBEC MANAGEMENT inc,"LONGUEUIL, QC J4T 2H5",0631-Restaurant and food service managers,1
,,"Lelièvre, Lelièvre et Lemoignan Ltée.","STE-THÉRÈSE-DE-GASPÉ, QC G0C 3B0",9618-Labourers in fish and seafood processing,18
,,L'Équipoule Inc.,"Marieville, QC J3M 1J5",8431-General farm workers,9
,,Les Disques Indica Inc.,"Montreal, QC H2T 1R2","1123-Professional occupations in advertising, marketing and public relations",1
,,Les Entreprises Marvais Inc.,"Boucherville, QC J4B 5E4",0631-Restaurant and food service managers,2
,,Les Gazons Ste-Julie Ltée,"Les Coteaux, QC J7X 1G4",8612-Landscaping and grounds maintenance labourers,12
,,Les Viandes Lacroix Inc.,"St-Hyacinthe, QC J2S 8E3","9617-Labourers in food, beverage and associated products processing",12
,,Martin Laviolette Paysagiste Inc.,"SAINT-JOSEPH-DU-LAC, QC J0N 1A0",8612-Landscaping and grounds maintenance labourers,4
,,Olymel S.E.C.,"ST-HYACINTHE, QC J2S 4B6","9617-Labourers in food, beverage and associated products processing",35
,,Oly-Robi Transformation SEC,"Yamachiche, QC G0X 3L0","9617-Labourers in food, beverage and associated products processing",4
,,Pâtisseries Gaël Vidricaire inc.,"QUÉBEC, QC G1W 2B1",6332-Bakers,1
,,PÉLICAN INTERNATIONAL INC.,"Laval, QC H7C 2T2",9615-Labourers in rubber and plastic products manufacturing,10
,,Pépinière Brown (1987) Inc.,"St-Jean-sur-Richelieu, QC J2X 5P3",8612-Landscaping and grounds maintenance labourers,1
