"Employers who were issued a positive Labour Market Impact Assessment (LMIA) by stream, National Occupational Classification (NOC) 2011 and business location in 2019 (April-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupation,Approved Positions
,,Carrefour Dentaire de Montréal,"Montréal, QC H2S 1H6",3113-Dentists,1
,,Carrosserie Pie-XI,"THETFORD MINES, QC G6G 7V3",7322-Motor vehicle body repairers,3
,,CB TECH HYDRAULIQUE INC.,"BOUCHERVILLE, QC J4B 7K1",7311-Construction millwrights and industrial mechanics,1
,,CBR LASER INC.,"Plessisville, QC G6L 2Y2",7237-Welders and related machine operators,11
,,Centre d'aide et de lutte contre les agressions sexuelles de l'outaouais (CALAS Ouaouais),"Gatineau, QC J8X 3Z1",4212-Social and community service workers,1
,,Centre de collision des concessionnaires affiliées de Shawinigan Inc.,"SHAWINIGAN, QC G9N 4Y3",7322-Motor vehicle body repairers,1
,,Centre de la petite enfance pomme cannelle,"QUÉBEC, QC G1J 1B1",6321-Chefs,1
,,Centre de Santé d'Eastman,"Eastman, QC J0E 1P0",6321-Chefs,1
,,Centre de Santé et de Services Sociaux de Laval,"Laval, QC H7V 3Y7",3012-Registered nurses and registered psychiatric nurses,3
,,Centre du camion Beauceville inc.,"BEAUCEVILLE, QC G5X 2V3",7322-Motor vehicle body repairers,2
,,Centre du pneu Patry Inc.,"DRUMMONDVILLE, QC J2C 7W9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Centre régional de santé et de services sociaux de la Baie-James,"CHIBOUGAMAU, QC G8P 1N5",3012-Registered nurses and registered psychiatric nurses,1
,,Charpentes d'Acier Sofab Inc.,"BOUCHERVILLE, QC J4B 6H5",7237-Welders and related machine operators,5
,,Châssis d'auto Idéal (Montréal) inc.,"Montréal, QC H2J 1A6",7322-Motor vehicle body repairers,1
,,CIAO Technologies Inc.,"QUÉBEC, QC G1W 2R2",2175-Web designers and developers,1
,,Cisolift Distribution Inc.,"St-Germain-de-Grantham, QC J0C 1K0",7312-Heavy-duty equipment mechanics,1
,,CISSS de la Côte-Nord,"BAIE-COMEAU, QC G5C 1P5",3012-Registered nurses and registered psychiatric nurses,4
,,CISSS de la Montérégie-Centre,"SAINT-JEAN-SUR-RICHELIEU, QC J3A 1T6",3012-Registered nurses and registered psychiatric nurses,10
,,CISSS de la Montérégie-Est,"St-Hyacinthe, QC J2S 4Y8",3012-Registered nurses and registered psychiatric nurses,3
,,CIUSSS Centre-Sud de L'Ile de Montréal,"MONTRÉAL, QC H1T 1C2",3012-Registered nurses and registered psychiatric nurses,1
,,Clermond Hamel Ltée,"Saint-Ephrem-de-Beauce, QC G0M 1R0",7231-Machinists and machining and tooling inspectors,1
,,,,7311-Construction millwrights and industrial mechanics,1
,,Clinique Médicale NH inc.,"MONTREAL, QC H4L 1H5",1243-Medical administrative assistants,1
,,Club de Gymnastique Wimgym,"MONTRÉAL, QC H3K 0A8",5252-Coaches,1
,,Club de racket de Montréal Inc.,"Montréal, QC H3A 1J2",5252-Coaches,1
,,Club Lespri Tremblant ULC,"Mont-Tremblant, QC J8E 1S5","6742-Other service support occupations, n.e.c.",1
,,Cofomo Développement Inc.,"MONTRÉAL, QC H3B 4W5",2174-Computer programmers and interactive media developers,1
,,Cogismaq International Inc.,"QUÉBEC, QC G2K 2E3",2171-Information systems analysts and consultants,1
,,Collège des médecins du Québec,"Montréal, QC H3B 0G2",3111-Specialist physicians,1
,,Communication Visuelle,"Laval, QC H7K 3N1","5232-Other performers, n.e.c.",1
,,Composites Leclair inc.,"MONTRÉAL, QC H2Y 1X4",2253-Drafting technologists and technicians,2
,,Concept AJC inc.,"LAVAL, QC H7P 4W6",2151-Architects,1
,,Condos KnightsBridge Inc.,"MONTRÉAL, QC H2R 2N3",5241-Graphic designers and illustrators,1
,,Confortchem inc.,"POINTE-CLAIRE, QC H9R 1E3",6221-Technical sales specialists - wholesale trade,1
,,CONVOYEUR CONTINENTAL USINAGE LTEE,"THETFORD MINES, QC G6G 5V2",7237-Welders and related machine operators,1
,,Coq-O-Bec (9351-8306 Québec inc),"Laval, QC H7V 2T8",6321-Chefs,1
,,Corporation Interactive EIDOS,"MONTRÉAL, QC H3A 1L4","1123-Professional occupations in advertising, marketing and public relations",1
,,,,5241-Graphic designers and illustrators,1
,,Cossette Numérique Inc.,"MONTRÉAL, QC H3G 1X1",2175-Web designers and developers,1
,,Côté Inox inc.,"St-Lazare-de-Bellechasse, QC G0R 3J0",7231-Machinists and machining and tooling inspectors,1
,,,,7237-Welders and related machine operators,3
,,Cultures Quinto inc,"Saint-Ubalde, QC G0A 4L0",7312-Heavy-duty equipment mechanics,2
,,De Marque Inc.,"Québec, QC G1K 8W1",6221-Technical sales specialists - wholesale trade,1
,,Dempton Groupe Conseil,"MONTRÉAL, QC H3B 1A7",2171-Information systems analysts and consultants,3
,,Diacarb Inc.,"Saint-Laurent, QC H4S 1E5",7231-Machinists and machining and tooling inspectors,3
,,Difuze Inc,"Montréal, QC H3H 1M6",5241-Graphic designers and illustrators,1
,,Distribution G.V.A inc.,"Laval, QC H7M 2Y5",1241-Administrative assistants,1
,,Divertissements Gameloft Inc.,"Montréal, QC H2R 2Z5",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,2
,,DK-SPEC Inc.,"St-Nicolas, QC G7A 2M8",7231-Machinists and machining and tooling inspectors,2
,,Doucet Machineries Inc.,"DAVELUYVILLE, QC G0Z 1C0",7231-Machinists and machining and tooling inspectors,1
,,Dr. Louis Besner Inc.,"Baie-Comeau, QC G5C 1L8",3113-Dentists,1
,,EBI Environnements / Entreprise Berthier,"BERTHIERVILLE, QC J0K 1A0",7237-Welders and related machine operators,1
,,,,7312-Heavy-duty equipment mechanics,1
,,Éclairage Axis Inc. / Axis Lighting Inc.,"Lasalle, QC H8N 2X8",6221-Technical sales specialists - wholesale trade,1
,,Ecole de Technologie Superieure,"Montreal, QC H3C 1K3",4011-University professors and lecturers,1
,,Édifice RCA Inc.,"MONTRÉAL, QC H4C 2Z6",1241-Administrative assistants,1
,,Effenti inc.,"Québec, QC G1W 2K7",2174-Computer programmers and interactive media developers,4
,,Electrique Perfection inc.,"ST-LÉONARD, QC H1P 1Y5",1241-Administrative assistants,1
,,EliMetal Inc.,"Montréal, QC H4S 1G3",7231-Machinists and machining and tooling inspectors,2
,,Ellix Gestion Condo Inc.,"MONTRÉAL, QC H3B 4W8",1241-Administrative assistants,1
,,Enseignes Access Inc.,"LONGUEUIL, QC J4N 1N7",1241-Administrative assistants,1
,,Entrepreneur Paysagistes Strathmore (1997) Ltée,"Montreal, QC H8N 2Z2",8612-Landscaping and grounds maintenance labourers,20
,,ENVIROPLAST INC.,"MONTRÉAL, QC H1J 1R6",1241-Administrative assistants,1
,,Équipement de Ferme Turgeon ltée,"St-narcisse, QC G0S 1W0",7237-Welders and related machine operators,2
,,ÉQUIPEMENT GATINEAU INC.,"GATINEAU, QC J8R 3X3",7611-Construction trades helpers and labourers,1
,,Équipements de ferme Jamesway Inc.,"ST-FRANÇOIS-XAVIER-DE-BROMPTON, QC J0B 2V0",2253-Drafting technologists and technicians,1
,,,,7237-Welders and related machine operators,3
,,Équipements Frontmatec Inc.,"Saint-Anselme, QC G0R 2N0",2253-Drafting technologists and technicians,1
,,,,7231-Machinists and machining and tooling inspectors,2
,,Équipements Lafontaine Inc.,"Lévis, QC G6V 7M5",7312-Heavy-duty equipment mechanics,1
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Esi Technologies,"St-Laurent, QC H4S 1N3",1241-Administrative assistants,1
,,Eski Inc.,"Montréal, QC H2N 1A3","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Express Frontières Ltée,"COATICOOK, QC J1A 2S5",7511-Transport truck drivers,6
,,Extrudex Aluminium Québec Inc,"LEVIS, QC G7A 2N2",7232-Tool and die makers,1
,,Fabrication Beauce-Atlas Inc.,"SAINTE-MARIE, QC G6E 1B5",2253-Drafting technologists and technicians,1
,,Fabri-Khan & Alex Inc.,"MONTRÉAL, QC H3K 0A8",7272-Cabinetmakers,1
,,Fabrinord Ltée,"LA SARRE, QC J9Z 2X5",7237-Welders and related machine operators,1
,,FERTILYS Inc.,"Laval, QC H7S 1Z5",2121-Biologists and related scientists,1
,,Financière des professionnels inc.,"MONTRÉAL, QC H5B 1C2",1241-Administrative assistants,1
,,Fix Auto Blainville,"Blainville, QC J7C 4L8",7322-Motor vehicle body repairers,1
,,Fix Auto Centre-Ville,"Montreal, QC H3K 2A4",7322-Motor vehicle body repairers,4
,,Fix Auto Dollard-des-Ormeaux,"Dollard-des-Ormeaux, QC H9B 1Z9",7322-Motor vehicle body repairers,1
,,Fix Auto Lafontaine,"Saint-Jérôme, QC J7Y 5E9",7322-Motor vehicle body repairers,3
,,Fix Auto Sainte-Foy,"Ste-Foy, QC G1P 3T6",7322-Motor vehicle body repairers,3
,,Fix Auto St-Leonard,"Montreal, QC H1P 2B7",7322-Motor vehicle body repairers,4
,,Fourgons Leclair inc.,"TERREBONNE, QC J6Y 0J8",7237-Welders and related machine operators,5
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",3
,,,,7333-Electrical mechanics,5
,,Fournier Construction Industrielle inc.,"THETFORD MINES, QC G6H 2B5",7237-Welders and related machine operators,7
,,Frima Studio Inc,"Québec, QC G1K 3M8",2174-Computer programmers and interactive media developers,1
,,Galvanisation Québec,"PRINCEVILLE, QC G6L 0A1",7311-Construction millwrights and industrial mechanics,4
,,Gansco Trading Inc.,"MONTRÉAL, QC H4P 1L7",1241-Administrative assistants,1
,,Garage Azores Inc.,"Montréal, QC H2G 3A6",7322-Motor vehicle body repairers,3
,,Garage Benoit Trudeau inc.,"ST-ANDRE-AVELLIN, QC J0V 1W0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",5
,,GARAGE GILLES ROY (2007) INC.,"SAINT-GEORGES, QC G5Y 1K3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Garage Raoul Rivest & Fils Inc.,"NOTRE-DAME-DES-PRAIRIES, QC J6E 0M2",7322-Motor vehicle body repairers,2
,,Gazelle.ai Inc.,"Montréal, QC H3A 1L2",1241-Administrative assistants,1
,,Gestion Steve Baker inc.,"QUÉBEC, QC G1N 1X8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Gestion T.C.R. Inc.,"SAINT-EUSTACHE, QC J7P 5W1",7271-Carpenters,1
,,Giro Inc. (Le groupe en informatique et recherche opérationnelle),"Montreal, QC H3L 3T1",5241-Graphic designers and illustrators,1
,,Gordon Food Service Canada Ltd.,"QUÉBEC, QC G2C 2E2",7452-Material handlers,4
,,,,7514-Delivery and courier service drivers,9
,,Gosselin Express Ltée,"THETFORD MINES, QC G6G 5S5","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Green Cross Biotherapeutics Inc.,"SAINT-LAURENT, QC H4S 0B7",2232-Mechanical engineering technologists and technicians,1
,,Grolle Cabinetry (Canada) INC.,"MONTRÉAL, QC H4P 2S8",2253-Drafting technologists and technicians,1
,,Group Elite Communications Inc,"LAVAL, QC H7P 6B2",2173-Software engineers and designers,1
,,Groupe ABS Inc.,"St-Rémi, QC J0L 2L0",2231-Civil engineering technologists and technicians,1
,,Groupe Atallah inc./SSENSE,"Montréal, QC H2N 2E7","5232-Other performers, n.e.c.",9
,,,,6222-Retail and wholesale buyers,1
,,Groupe Conseil Fxinnovation Inc.,"MONTRÉAL, QC H3A 1L4",2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,1
,,Groupe conseil PM SCADA inc,"Montreal, QC H2Y 1M6",2171-Information systems analysts and consultants,1
,,Groupe Dynamite inc,"Ville Mont-Royal, QC H4P 1M2","5232-Other performers, n.e.c.",1
,,Groupe E.D.S. inc.,"CHICOUTIMI, QC G7H 5B1",7231-Machinists and machining and tooling inspectors,2
,,Groupe Le Richmond Inc.,"Montréal, QC H3J 1T9",6321-Chefs,1
,,Groupe Meloche Inc.,"Valleyfield, QC J6T 6G3",7231-Machinists and machining and tooling inspectors,12
,,Groupe Premiere Moisson Inc.,"VAUDREUIL-DORION, QC J7V 1Y3","9213-Supervisors, food, beverage and associated products processing",1
,,Groupe R. Y. Beaudoin Inc.,"VICTORIAVILLE, QC G6T 2T7",7231-Machinists and machining and tooling inspectors,2
,,,,7237-Welders and related machine operators,3
,,Groupe Trans Logistiques inc.,"MONTRÉAL, QC H3S 1Z8",7511-Transport truck drivers,2
,,Groupe Trencadis Inc,"MONTRÉAL, QC H2M 1Y1",1122-Professional occupations in business management consulting,1
,,Guides de voyages Ulysse Inc.,"MONTRÉAL, QC H2W 2M5","0124-Advertising, marketing and public relations managers",1
,,Homéocan inc.,"Montreal, QC H1N 2H2","0124-Advertising, marketing and public relations managers",1
,,Hyco Canada Limited,"Saint-Wenceslas, QC G0Z 1J0",7231-Machinists and machining and tooling inspectors,1
,,Hypertherm Robotic Software Inc.,"MONTRÉAL, QC H4T 1Z6",2174-Computer programmers and interactive media developers,1
,,Idéal Cargo Inc.,"ST-VALÈRE, QC G0P 1M0",7237-Welders and related machine operators,1
,,Ik3M INC.,"KIRKLAND, QC H9J 3Y2",2171-Information systems analysts and consultants,1
,,Imprimerie F.L Web INC.,"SAINT-GERMAIN-DE-GRANTHAM, QC J0C 1K0",7333-Electrical mechanics,1
,,Industek Inc.,"VICTORIAVILLE, QC G6T 2G8",7237-Welders and related machine operators,1
,,Industries Canatal Inc.,"Thetford Mines, QC G6G 6P6",7237-Welders and related machine operators,2
,,Industries Carpo Inc.,"St-Alphonse de Granby, QC J0E 2A0",7231-Machinists and machining and tooling inspectors,1
,,Industries Fabkor Inc.,"St-Gabriel-de-Brandon, QC J0K 2N0",9416-Metalworking and forging machine operators,2
,,Industries Fournier inc,"THETFORD MINES, QC G6H 2B5",7237-Welders and related machine operators,3
,,Industries Machinex Inc,"Plessisville, QC G6L 3G9",2253-Drafting technologists and technicians,1
,,Industries Rainville inc.,"St-Jean-Sur-Richelieu, QC J2X 5T7",7231-Machinists and machining and tooling inspectors,3
,,Intermark Transport Inc.,"La Prairie, QC J5R 6W9",7511-Transport truck drivers,1
,,IPL inc.,"St-Damien-de-Buckland, QC G0R 2Y0",0213-Computer and information systems managers,1
,,IRT Technologies Inc.,"Saint-Laurent, QC H4R 2K9",2241-Electrical and electronics engineering technologists and technicians,1
,,Isaac Instruments Inc.,"CHAMBLY, QC J3L 2Z5",2171-Information systems analysts and consultants,1
,,ITC Traductions Canada Inc.,"MONTREAL, QC H2Y 1Y7",2282-User support technicians,1
,,J.I.T. Laser inc,"St-Louis-de-Blandford, QC G0Z 1B0",2253-Drafting technologists and technicians,1
,,J.L.M. Usinage de précision,"ST-AUGUSTIN, QC G3A 1T1",7231-Machinists and machining and tooling inspectors,2
,,Kenworth Québec Inc.,"LÉVIS, QC G7A 2N1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,KEOLIS CANADA (Groupe Autocar Orléans Express),"TERREBONNE, QC J6X 4J8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Kéréon INC.,"LAVAL, QC H7S 1M9",2171-Information systems analysts and consultants,1
,,Kezber et Associés Inc.,"MAGOG, QC J1X 2B4",2281-Computer network technicians,2
,,Knotwidth Textile Inc.,"DORVAL, QC H9P 1H7",6221-Technical sales specialists - wholesale trade,1
,,La Compagnie Normand Ltée,"SAINT-PASCAL, QC G0L 3Y0",7231-Machinists and machining and tooling inspectors,1
,,,,7237-Welders and related machine operators,3
,,La Compagnie Red Carpet & Rug Inc.,"WESTMOUNT, QC H3Z 1P9",5242-Interior designers and interior decorators,1
,,La Maison Simons,"MONTRÉAL, QC H2V 4M1",5221-Photographers,1
,,,,"5232-Other performers, n.e.c.",20
,,LA MAISON SMITH INC.,"QUÉBEC, QC G1K 4E9",6311-Food service supervisors,1
,,Laboratoires KABS Inc.,"LONGUEUIL, QC J3Y 9G2",2211-Chemical technologists and technicians,1
,,"Lafontaine Langford, architectes","MONTRÉAL, QC H3A 2E6",2253-Drafting technologists and technicians,1
,,Le Bouvier Inc (Restaurant Normandin),"Québec, QC G2B 1B3",6322-Cooks,2
,,Le Centre de Maintenance Andy Inc.,"SALABERRY-DE-VALLEYFIELD, QC J6S 6J2",7237-Welders and related machine operators,1
,,,,"7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",10
,,Le Coin Sushi,"Contrecoeur, QC J0L 1C0",6322-Cooks,1
,,Le Gauvinois (2014) Inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Le Moine Urbain Inc.,"MONTRÉAL, QC H2V 2K1",2253-Drafting technologists and technicians,1
,,Le Nicolois inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Le Pois Chich Inc.,"MONTRÉAL, QC H2X 1X3",6321-Chefs,1
,,Le Port-Jolien (2014) inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Le Riveloup (2014) inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Le Roi du Taco/El Rey Del Taco,"Laval, QC H7R 3B4",6321-Chefs,1
,,Le Shack du Mont-Tremblant inc.,"Mont-Tremblant, QC J8E 1B1",6322-Cooks,1
,,Le St-Anselme Inc.,"Québec, QC G2B 1B3",6322-Cooks,1
,,Lemay Outillage Inc.,"Bonsecours, QC J0E 1H0",7231-Machinists and machining and tooling inspectors,6
,,Les Aciers J.P. Inc.,"La Reine, QC J0Z 2L0",7237-Welders and related machine operators,4
,,Les Ateliers Bolduc & Frères inc.,"Ste-Clotilde, QC G0N 1C0",7237-Welders and related machine operators,3
,,Les Carosseries EPC inc.,"SAINT-APOLLINAIRE, QC G0S 2E0",7322-Motor vehicle body repairers,1
,,Les entreprises H.M. Métal Inc.,"Ste-Sophie-de-Lévrard, QC G0X 3C0",2253-Drafting technologists and technicians,1
,,,,7237-Welders and related machine operators,6
,,Les Industries Amisco,"L'Islet, QC G0R 2C0",7231-Machinists and machining and tooling inspectors,3
,,Les industries et équipements Laliberté Ltée,"Sainte-Claire, QC G0R 2V0",7237-Welders and related machine operators,2
,,Les industries forestières Pro Pac Ltée,"SAINTE-CÔME-LINIÈRE, QC G0M 1J0",7312-Heavy-duty equipment mechanics,1
,,Les industries G.E. Gilbert inc.,"Sherbrooke, QC J1L 1V9",7231-Machinists and machining and tooling inspectors,1
,,Les Industries Spectra Premium Inc.,"Boucherville, QC J4B 5Z5",7231-Machinists and machining and tooling inspectors,5
,,,,7237-Welders and related machine operators,3
,,Les Pères Nature Inc.,"St-Georges, QC G5Y 2B8",6321-Chefs,1
,,Les productions FT,"Trois-Rivières, QC G8Z 2N8",1226-Conference and event planners,1
,,Les Productions Haut-Vol Inc.,"SAINTE MADELEINE, QC J0H 1S0","5232-Other performers, n.e.c.",4
,,Les Produits de Cuir Sayan Inc.,"MONTRÉAL, QC H2N 2E3",1241-Administrative assistants,1
,,Les Produits Gilbert inc.,"ROBERVAL, QC G8H 2P2",7231-Machinists and machining and tooling inspectors,3
,,Les Services Conseils Systématix Inc.,"QUÉBEC, QC G1V 4W2",2171-Information systems analysts and consultants,6
,,,,2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,9
,,Les Surfaces Sécuritaires Carpell Inc.,"GRANBY, QC J2J 1H8","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,Les Viandes Lacroix Inc.,"St-Hyacinthe, QC J2S 8E3","9617-Labourers in food, beverage and associated products processing",1
,,Lightspeed POS inc.,"MONTREAL, QC H2Y 1A6",5241-Graphic designers and illustrators,1
,,Logistique Transeth / TTS. Inc.,"LAVAL, QC H7P 1G1",7511-Transport truck drivers,1
,,Loop Canada,"Terrebonne, QC J6Y 1Y4",0212-Architecture and science managers,1
,,Ludia inc,"Montréal, QC H2Y 2P5",5241-Graphic designers and illustrators,1
,,Lunetterie New Look,"MONTRÉAL, QC H3B 3N6",3231-Opticians,1
,,Mack Ste-Foy Inc.,"QUÉBEC, QC G1P 3T4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Magasin Laura Shoppe (P.V.) Inc.,"Laval, QC H7L 3W2","5232-Other performers, n.e.c.",4
,,Manac Inc.,"St-Georges de Beauce, QC G5Y 8G6",7237-Welders and related machine operators,9
,,Manseau et Perron inc.,"ROUYN-NORANDA, QC J9Y 0A8",7313-Refrigeration and air conditioning mechanics,1
,,Marché D. Boutin inc.,"DOLBEAU-MISTASSINI, QC G8L 1Z1",6321-Chefs,1
,,MCS - Servo Inc.,"St-Bruno-de-Montatville, QC J3V 6B9",6221-Technical sales specialists - wholesale trade,1
