"List of employers who were issued a negative Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (January-June)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Requested Positions
,,Seventh Avenue Fine Dry Cleaners Ltd,"Calgary, AB T2K 3K2",6316-Other services supervisors,1
,,Shivji Hinton Lube & Wash Ltd,"Hinton, AB T7V 1G7",7535-Other automotive mechanical installers and servicers,1
,,Shri Sai Krupa Inc.,"Calgary, AB T3M 1X5",0631-Restaurant and food service managers,1
,,Simply Donairs Ltd,"Edmonton, AB T6B 2Z5",6311-Food service supervisors,1
,,SKL Real Estate Ltd.,"Edmonton, AB T5V 1A4",8612-Landscaping and grounds maintenance labourers,1
,,Skylight Painting Ltd.,"Edmonton, AB T5X 5K6",7294-Painters and decorators (except interior decorators),1
,,SMA Exteriors Ltd,"Edmonton, AB T6M 1E4",7294-Painters and decorators (except interior decorators),3
,,SS Stonebridge Del Fitness Corp,"Red Deer, AB T4P 0Z4","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Striking Concrete Services Inc.,"Sturgeon County, AB T8T 0A6",7611-Construction trades helpers and labourers,3
,,Subway,"Grande Prairie, AB T8X 0K7",6311-Food service supervisors,1
,,Sukiyaki House (Calgary) Ltd,"Calgary, AB T2P 1K3",6322-Cooks,1
,,Sylvan Bay Management Corp,"Sylvan Lake, AB T4S 2L7",6315-Cleaning supervisors,1
,,Ted C Querijero's Maintenance & Janitorial Corporation,"Calgary, AB T2B 3E4",6315-Cleaning supervisors,1
,,The Premier Marble Co. Ltd,"Edmonton, AB T6B 2H8","7284-Plasterers, drywall installers and finishers and lathers",1
,,Thornhill Child Care Society,"Calgary, AB T2K 4Y5",4214-Early childhood educators and assistants,1
,,Tire Kings Ltd,"Calgary, AB T2G 2A5",6315-Cleaning supervisors,1
,,Top West Solutions Inc.,"Calgary, AB T3K 4J5",7332-Appliance servicers and repairers,1
,,Torbeih Food Services Inc.,"Edmonton, AB T5X 0C7",6311-Food service supervisors,1
,,Trellis Steel Construction Ltd.,"Spruce Grove, AB T7Y 1A7",7611-Construction trades helpers and labourers,3
,,Tres Carnales Taqueria Ltd,"Edmonton, AB T5J 0R5",6322-Cooks,1
,,Trochu Meat Processors Ltd.,"Trochu, AB T0M 2C0","9617-Labourers in food, beverage and associated products processing",12
,,Turning Leaf Tree Service,"Calgary, AB T2J 7E2",2225-Landscape and horticulture technicians and specialists,1
,,Urbina Enterprises Inc,"Edson, AB T7E 1M4",6731-Light duty cleaners,1
,,Uttaranchal Indian Cuisine Inc.,"Calgary, AB T3P 0A3",6322-Cooks,2
,,Vallee Auto body,"Mallaig, AB T0A 2K0",6315-Cleaning supervisors,1
,,Varga Projects Inc,"Calgary, AB T2X 0E8","7284-Plasterers, drywall installers and finishers and lathers",4
,,Versucci Holdings Ltd,"Banff, AB T1L 1E4",6211-Retail sales supervisors,1
,,Waterton Lakes Lodge Inc.,"Waterton Park, AB T0K 2M0",1226-Conference and event planners,1
,,Woodbridge Holdings Ltd,"Sherwood Park, AB T8A 4G6",7535-Other automotive mechanical installers and servicers,1
,  Primary Agriculture,1368548 Alberta Ltd,"Red Deer County, AB T4G 0C9",8431-General farm workers,1
,,256961 Alberta Ltd,"Lethbridge, AB T1K 6Z8",8431-General farm workers,17
,,966671 Alberta Ltd,"Falher, AB T0H 1M0","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",7
,,Attache Stables Ltd.,"Foothills (Calgary), AB T1S 3E7",0821-Managers in agriculture,1
,,,,"8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Cailliau Farms Ltd,"Enchant, AB T0K 0V0",8431-General farm workers,12
,,Donald Gates Holdings Ltd,"Whitecourt, AB T7S 1H5",8431-General farm workers,2
,,Gilbee Honey,"Camrose, AB T4V 2N1",0821-Managers in agriculture,2
,,Greidanus Farms Inc,"Granum, AB T0L 1A0",8431-General farm workers,15
,,Gull Valley Greenhouses Ltd,"Blackfalds, AB T0M 0J0",8432-Nursery and greenhouse workers,2
,,Hotchkiss Herbs & Produce,"Rocky View, AB T1X 0J6",8432-Nursery and greenhouse workers,2
,,Meinema Custom Farming Ltd.,"Lacombe, AB T4L 2N3","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Northern Honey Bee Farm Ltd.,"Grande Prairie, AB T8X 1R7",8431-General farm workers,7
,,,,8611-Harvesting labourers,5
,,Pasu Farm Canada Ltd.,"Carstairs, AB T0M 0N0",8431-General farm workers,1
,,Prairie Gardens & Greenhouses,"Bon Accord, AB T0A 0K0",8431-General farm workers,1
,,Prairie Land & Cattle Company Inc.,"Camrose, AB T4V 2M9","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Rio Frio Ranch Ltd,"Okotoks, AB T1S 1A9",8431-General farm workers,1
,,Rockstrail Farms Ltd,"Purple Springs, AB T0K 1X0",8431-General farm workers,8
,,Spruce Meadows Ltd,"Calgary, AB T2X 4B7","8252-Agricultural service contractors, farm supervisors and specialized livestock workers",1
,,Sundog Organic Farm,"Sturgeon County, AB T0A 1N2",8431-General farm workers,4
,,Swan Apiaries Ltd,"High River, AB T1V 1B6",8431-General farm workers,12
,,Tremel Inc,"Smoky Lake, AB T0A 3C0",8432-Nursery and greenhouse workers,1
,Permanent Resident Only,1034344 Alberta Inc.,"Leduc, AB T9E 0V6","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,1689430 Alberta Ltd,"Calgary, AB T2A 4T8",6311-Food service supervisors,1
,,1705070 AB. Ltd.,"Lethbridge, AB T1H 2T1",3114-Veterinarians,1
,,907262 Alberta Inc.,"Calgary, AB T1Y 7J6",6311-Food service supervisors,1
,,Allied Petroleum Exploration Inc.,"Calgary, AB T2P 3N3",2113-Geoscientists and oceanographers,1
,,Avleen Skincare & threading Studio Ltd.,"Calgary, AB T3J 3X6",4021-College and other vocational instructors,1
,,Barlow Electrical Services Ltd,"Calgary, AB T3J 2W4",1241-Administrative assistants,1
,,Berry Architecture & Associates Ltd,"Red Deer, AB T4N 4B5",2251-Architectural technologists and technicians,1
,,Calgary Clean Ltd.,"Calgary, AB T3K 4N9",6315-Cleaning supervisors,1
,,Chateau Beirut Ltd,"Edmonton, AB T5Z 3P5",6311-Food service supervisors,1
,,,,6322-Cooks,1
,,Coco Brooks Inc.,"Calgary, AB T2B 3S2",6311-Food service supervisors,1
,,Danny Desaulniers Professional Corporation,"Okotoks, AB T1S 0B2",3122-Chiropractors,2
,,Design 19 Painter Ltd.,"Edmonton, AB T6R 2E5",7294-Painters and decorators (except interior decorators),1
,,Fox Creek Holdings Inc.,"Fox Creek, AB T0H 1P0",0632-Accommodation service managers,1
,,Gdhillon Professional Corporation,"Calgary, AB T3J 4L4",1311-Accounting technicians and bookkeepers,1
,,Global Courier Services Ltd.,"Calgary, AB T3J 3Z5",1311-Accounting technicians and bookkeepers,1
,,Gurdit Bhullar Professional Corporation,"Calgary, AB T3J 3Z5",1243-Medical administrative assistants,1
,,HS Sidhu Trucking Ltd.,"Edmonton, AB T6T 0B2",7312-Heavy-duty equipment mechanics,1
,,J&N Inc,"Calgary, AB T2T 6E6",6311-Food service supervisors,1
,,Jam Hospitality Inc.,"Calgary, AB T3J 4C8",0213-Computer and information systems managers,1
,,Kade Solutions Inc.,"Calgary, AB T2R 1B2",2283-Information systems testing technicians,1
,,Kailpur Trucking Ltd,"Edmonton, AB T5A 0A7",1525-Dispatchers,1
,,,,"7302-Contractors and supervisors, heavy equipment operator crews",1
,,Kings Safety Consulting LTD,"Edmonton, AB T5T 3X1",2263-Inspectors in public and environmental health and occupational health and safety,1
,,Lloyd Home Renovation and Maintenance,"Calgary, AB T2B 3G4",7271-Carpenters,1
,,Magnum Industries Incorporated,"Edmonton, AB T5N 3R4",7282-Concrete finishers,1
,,Marmara Group Ltd,"Edmonton, AB T5T 4H2",1241-Administrative assistants,1
,,Oilsands Inspection Services Ltd,"Edmonton, AB T6X 0A9",2173-Software engineers and designers,1
,,Optimum Wellness Centres Inc,"Calgary, AB T2A 2R1",3122-Chiropractors,1
,,Qualitytech Inc.,"Edmonton, AB T6J 4V8",2171-Information systems analysts and consultants,1
,,R & N LTD.,"Calgary, AB T2V 0L8",6211-Retail sales supervisors,1
,,Skyline Furniture Ltd,"Calgary, AB T2B 1N5",1225-Purchasing agents and officers,1
,,Super Lodge Canada Ltd.,"Lethbridge, AB T1J 1M7",1311-Accounting technicians and bookkeepers,1
,,Taste of Asia Group Inc.,"Calgary, AB T2A 6T7",6311-Food service supervisors,1
,,Water Valley Electrical Ltd.,"Cochrane, AB T4C 1B6",7241-Electricians (except industrial and power system),1
,,Welcome Homes Constructions Inc.,"Edmonton, AB T5Z 3C2","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,"Whistle Stop ""2012"" Ltd.","Mirror, AB T0B 3C0",6322-Cooks,2
,,Wildrose Garments Mfg Ltd,"Edmonton, AB T5B 4W3","0124-Advertising, marketing and public relations managers",1
,,Winfire Hospitality Ltd,"Edmonton, AB T5S 2V2",0631-Restaurant and food service managers,1
,,Yellow Pencil Inc,"Edmonton, AB T5J 0X6",2171-Information systems analysts and consultants,2
British Columbia,    High Wage,0772185 BC Ltd.,"Vancouver, BC V6B 2Z4","5131-Producers, directors, choreographers and related occupations",1
,,0845803 BC Ltd o/a The Pony,"Pemberton, BC V0N 2L0",6321-Chefs,1
,,"0853176 BC Ltd. O/A The Hive Mediaworks, Inc.","Vancouver, BC V6A 1H9","5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
,,0882787 BC Ltd.,"Vancouver, BC V6E 1V8",6321-Chefs,1
,,0897917 BC Ltd.,"Richmond, BC V7A 3W7",7312-Heavy-duty equipment mechanics,1
,,0917842 BC Ltd.,"Vancouver, BC V6T 0B4",6321-Chefs,1
,,0921868 BC Ltd,"Vancouver, BC V6A 4C1",6322-Cooks,1
,,1052151 BC Ltd.,"Surrey, BC V3W 5T4",7291-Roofers and shinglers,2
,,1061563 BC Ltd,"Vancouver, BC V6A 2E5","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,,,6222-Retail and wholesale buyers,1
,,12 Kings Pub Inc,"Vancouver, BC V5R 5K6",0631-Restaurant and food service managers,1
,,3R Demolition Corp,"Burnaby, BC V5J 1J9",7611-Construction trades helpers and labourers,1
,,655532 BC Ltd.,"Vancouver, BC V6R 2H6",0631-Restaurant and food service managers,1
,,662525 B.C. Ltd,"Vancouver, BC V6K 2C2",8262-Fishermen/women,1
,,898 Investments Incorporated,"Surrey, BC V3W 7S2","7305-Supervisors, motor transport and other ground transit operators",6
,,A J Framing Ltd.,"Surrey, BC V3V 7A9",7271-Carpenters,1
,,A Mamun & Company Inc,"Richmond, BC V6X 1T2",1311-Accounting technicians and bookkeepers,1
,,A Plus Cleaning and Janitorial Ltd,"Coquitlam, BC V3K 6W9",6315-Cleaning supervisors,1
,,Aarc-West Mechanical Insulation (2013) Inc,"Surrey, BC V3S 3M3",7293-Insulators,1
,,Advanced Seal Limited,"Port Coquitlam, BC V3B 4A3",7292-Glaziers,1
,,Afdon Stone & Tile Ltd,"North Vancouver, BC V7P 3P2",4163-Business development officers and marketing researchers and consultants,2
,,AGS Windows Screen Ltd,"Surrey, BC V3X 2K1",7271-Carpenters,1
,,Altima Contracting Ltd.,"Vancouver, BC V5X 3X5","7284-Plasterers, drywall installers and finishers and lathers",2
,,AppBridge Software Inc.,"Vancouver, BC V6B 1H5",2173-Software engineers and designers,1
,,Appotech Canada Inc.,"Richmond, BC V6X 2T1",2133-Electrical and electronics engineers,1
,,Arco Landscaping Limited,"Burnaby, BC V5C 3W5",2225-Landscape and horticulture technicians and specialists,1
,,ARTEK Services Ltd.,"Surrey, BC V3V 4B7",2281-Computer network technicians,1
,,Artisanal Gold Council,"Victoria, BC V8W 1B9",2113-Geoscientists and oceanographers,1
,,AS2 Framing Ltd.,"Surrey, BC V3W 0K2",7271-Carpenters,1
,,Asian Drywall Ltd,"Surrey, BC V3V 6Z2","7284-Plasterers, drywall installers and finishers and lathers",2
,,Asiana Market ltd.,"Vancouver, BC V6A 1P7","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Athwal Drywall Ltd,"Vancouver, BC V5X 1G6","7284-Plasterers, drywall installers and finishers and lathers",1
,,Azoua Investment Corp.,"Vancouver, BC V5P 3V8","0016-Senior managers - construction, transportation, production and utilities",1
,,B Tech Electric Ltd,"Surrey, BC V3W 1S5",1311-Accounting technicians and bookkeepers,1
,,BC Auto Glass Ltd.,"New Westminster, BC V3L 3E7",7322-Motor vehicle body repairers,1
,,BC Conveying Machinery Ltd.,"Richmond, BC V6X 2P8",7312-Heavy-duty equipment mechanics,1
,,BC Helical Piles Ltd.,"Coquitlam, BC V3K 6Z5",4163-Business development officers and marketing researchers and consultants,1
,,BC New Style Kitchen Cabinets Inc.,"Surrey, BC V3V 5W9",1221-Administrative officers,1
,,BCG Global Development Management Inc.,"Vancouver, BC V6E 2S1","0016-Senior managers - construction, transportation, production and utilities",1
,,Bear Fruit Produce Ltd,"North Vancouver, BC V7H 2Y5",6211-Retail sales supervisors,1
,,Best Royal Consulting Ltd,"Burnaby, BC V5H 2E2","0124-Advertising, marketing and public relations managers",1
,,Biring Bros. Construction Ltd.,"Vancouver, BC V5S 2W2","1213-Supervisors, library, correspondence and related information workers",1
,,Broadbandtv Corp.,"Vancouver, BC V6E 0A6",6221-Technical sales specialists - wholesale trade,1
,,C.D.S. Sanitation Ltd.,"North Vancouver, BC V7H 1B5",6315-Cleaning supervisors,2
,,Canton Garden Restaurant (1993) Inc.,"Chilliwack, BC V2P 2N1",6322-Cooks,1
,,Capoeira Ache Brasil Ltd.,"Vancouver, BC V5W 1K9","5132-Conductors, composers and arrangers",1
,,Cascade Stucco Ltd,"Osoyoos, BC V0H 1V5","7284-Plasterers, drywall installers and finishers and lathers",2
,,Castle of Nasher Princess Enterprises Inc.,"Richmond, BC V7C 1H7",6411-Sales and account representatives - wholesale trade (non-technical),1
,,CCI Learning Solutions Inc.,"Langley, BC V1M 4A6","0013-Senior managers - financial, communications and other business services",1
,,CD Concrete Services Inc.,"Burnaby, BC V5C 2E5",7282-Concrete finishers,1
,,Celayix Inc,"Vancouver, BC V6E 2N7",2174-Computer programmers and interactive media developers,4
,,Century Twenty One Gas & Heating Co. Ltd.,"Surrey, BC V3M 9Y7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,,,7313-Refrigeration and air conditioning mechanics,2
,,Cinecure Productions Inc.,"Gibsons, BC V0N 1V5","5131-Producers, directors, choreographers and related occupations",1
,,CK Marketing Solutions Inc.,"Vancouver, BC V6B 1P2","1123-Professional occupations in advertising, marketing and public relations",1
,,Concost Consultants Inc.,"Burnaby, BC V5J 3J1",2234-Construction estimators,1
,,Connex Global Communications Inc.,"Vancouver, BC V6B 3K4",0621-Retail and wholesale trade managers,1
,,Cooperage Enterprises Inc,"Port Coquitlam, BC V3B 8B8","5131-Producers, directors, choreographers and related occupations",2
,,Core Mechanical Ltd.,"Vancouver, BC V6A 1H6",7251-Plumbers,1
,,Crown Building Supplies Ltd.,"Surrey, BC V3W 4M7",0714-Facility operation and maintenance managers,2
,,D&J Education Consulting Inc.,"Surrey, BC V3S 5K3",4033-Educational counsellors,1
,,D.A. Periera Contracting Ltd.,"Kaleden, BC V0H 1K0",7313-Refrigeration and air conditioning mechanics,1
,,D.C.S. Technologies Inc.,"Surrey, BC V3T 1H1",2281-Computer network technicians,1
,,D.J. Drilling (2004) Inc.,"Surrey, BC V3Z 3M3",6221-Technical sales specialists - wholesale trade,1
,,Danube Electric Ltd.,"Burnaby, BC V5B 3A6",2242-Electronic service technicians (household and business equipment),1
,,Delta Gymnastics Society,"Delta, BC V4K 3X3",5252-Coaches,1
,,DESIGN SPORTSWEAR LTD.,"Burnaby, BC V5C 3Y6",5241-Graphic designers and illustrators,1
,,DevxSoftware Inc,"New Westminster, BC V3L 5W4",2173-Software engineers and designers,2
,,Diego A. Solimano Law Corporation,"Vancouver, BC V6E 2Y3",0125-Other business services managers,1
,,Direct Focus Online Ltd.,"Langley, BC V3A 4G4","0124-Advertising, marketing and public relations managers",1
,,Division 9 Contractors Ltd,"Surrey, BC V3S 8Z8","7204-Contractors and supervisors, carpentry trades",1
,,,,7271-Carpenters,2
,,DNB Investments Inc.,"Vancouver, BC V6K 3E7",0631-Restaurant and food service managers,1
,,Dominion Law Group Law Coproration,"Surrey, BC V3S 5K7",1242-Legal administrative assistants,1
,,Double Negative Canada Productions Ltd.,"Vancouver, BC V5Y 4A6",2172-Database analysts and data administrators,1
,,,,"5131-Producers, directors, choreographers and related occupations",1
,,Dr. Martin Lehr Inc,"Bella Coola, BC V0T 1C0",3411-Dental assistants,1
,,Drabek Technologies Ltd.,"Burnaby, BC V5B 3B1",7231-Machinists and machining and tooling inspectors,1
,,EJK Enterprises Limited,"North Vancouver, BC V7P 2S3",1225-Purchasing agents and officers,1
,,ELPOL Electrical Services BC Inc,"Surrey, BC V3T 5L9",7241-Electricians (except industrial and power system),1
,,Enfield Transport  Ltd,"Aldergrove, BC V4W 2V1",1241-Administrative assistants,2
,,Essenlife Bioscience Inc,"Langley, BC V1M 3C9",6221-Technical sales specialists - wholesale trade,1
,,Euphorica Solutions Inc.,"Vancouver, BC V5K 1Z3",2174-Computer programmers and interactive media developers,1
,,Eye Star Optical Ltd.,"Vancouver, BC V5Z 2M9",1225-Purchasing agents and officers,1
,,Fasttrack Homes Inc.,"Surrey, BC V3S 7Y8",7271-Carpenters,2
,,Fine Drywall Ltd.,"Surrey, BC V3S 3C3",7271-Carpenters,1
,,Fine Wood Renovations,"Surrey, BC V3W 3V2",7271-Carpenters,2
,,Foneshop Communications Inc.,"Surrey, BC V3W 0X1",0621-Retail and wholesale trade managers,1
,,Garuda Transport Ltd,"Surrey, BC V3V 2J9",1221-Administrative officers,1
,,Giant Ant Media Inc.,"Vancouver, BC V6A 2Z8","5131-Producers, directors, choreographers and related occupations",1
,,Ginza Ichiban Cuisine Ltd.,"Quesnel, BC V2J 4C1",6322-Cooks,1
,,Golden Shoreline International Trading Ltd.,"Burnaby, BC V5H 4M1",0621-Retail and wholesale trade managers,1
,,Golden Tripot Restaurant Limited,"Duncan, BC V9L 1N5",6321-Chefs,1
,,Grand Sequoia Landscape Services Ltd.,"North Vancouver, BC V7P 3T2","7302-Contractors and supervisors, heavy equipment operator crews",1
,,Green Planet 21 Utility Services Canada,"Vancouver, BC V6B 2Z4",7245-Telecommunications line and cable workers,3
,,Greens Organic and Natural Food Market Inc.,"Vancouver, BC V6J 1Z2",6222-Retail and wholesale buyers,1
,,Guardteck Security Corp,"Burnaby, BC V5C 5T5",0114-Other administrative services managers,1
,,H & L Company Consultants Co.,"Vancouver, BC V6B 3H7",1241-Administrative assistants,1
,,Harji's Fireplace Manufacturing Ltd.,"Surrey, BC V3W 9Y7","7205-Contractors and supervisors, other construction trades, installers, repairers and servicers",1
,,HERE Canada Inc.,"Burnaby, BC V5C 0G5",2173-Software engineers and designers,1
,,Homepro Services Ltd,"North Vancouver, BC V7J 1G4",0712-Home building and renovation managers,1
,,iClinic Systems Inc.,"Vancouver, BC V6B 5L1",2173-Software engineers and designers,1
,,IGO Holiday Ltd,"Richmond, BC V6X 3Z7",0621-Retail and wholesale trade managers,1
,,Imperial Ceramica Ltd.,"Delta, BC V4C 3L4",7283-Tilesetters,1
,,Insspira Publishing Inc.,"Vancouver, BC V7V 1L2",2175-Web designers and developers,1
,,Instant Drywall Ltd,"Surrey, BC V3W 7K3","7284-Plasterers, drywall installers and finishers and lathers",2
,,Interior Health Authority,"Kelowna, BC V1Y 0C5",3216-Medical sonographers,1
,,Iron Spear Inforamtion Security Ltd.,"Maple Ridge, BC V4R 0A4",0213-Computer and information systems managers,1
,,Isaac Concrete Services Inc.,"Vancouver, BC V5R 4B2",7282-Concrete finishers,1
,,Istuary Innovation Labs Inc.,"Vancouver, BC V6Z 2K8",2173-Software engineers and designers,1
,,J & J Framing Ltd.,"Abbotsford, BC V2T 5W3",7271-Carpenters,2
,,Jajja Trucking Incorporation,"Surrey, BC V3W 1K6","7305-Supervisors, motor transport and other ground transit operators",1
,,Jas Construction Ltd.,"Surrey, BC V3X 1B7",7271-Carpenters,3
,,Jedway Enterprises Ltd,"Surrey, BC V3Z 3M3","2271-Air pilots, flight engineers and flying instructors",1
,,JJ Stones Ltd,"Burnaby, BC V5C 5V1",2253-Drafting technologists and technicians,1
,,K & H Framing Ltd.,"Surrey, BC V3V 6T5",7271-Carpenters,1
,,Kal Inspection & Truck Repair Ltd.,"Surrey, BC V3V 3X5",1241-Administrative assistants,1
,,Kal Tire Distributors Ltd.,"Surrey, BC V4A 5A4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Kardium Inc.,"Burnaby, BC V5J 0B6",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Kerkhoff Construction (2016) Ltd,"Chilliwack, BC V2R 3V1",0711-Construction managers,1
,,Kia Kaha Construction Ltd,"Squamish, BC V8B 0P8","0124-Advertising, marketing and public relations managers",1
,,Kings Sign & Graphics Ltd,"Burnaby, BC V5J 4R2",5241-Graphic designers and illustrators,1
,,Kuzco Lighting Inc,"Surrey, BC V3Z 6M3","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
,,Let's Canada Tours Ltd.,"Burnaby, BC V3J 1N3",6521-Travel counsellors,1
,,Liberty Specialty Imports Inc.,"Vancouver, BC V5T 1B8","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
,,Lilly Electric (1973) Ltd.,"Surrey, BC V3Z 6M3",7241-Electricians (except industrial and power system),1
,,Limca Concrete Ltd.,"Vancouver, BC V5Y 0E8",7271-Carpenters,3
,,Location Fixer Productions Ltd.,"Burnaby, BC V5E 4M4","0651-Managers in customer and personal services, n.e.c.",1
,,Lodestar Management Services Ltd Partnership,"Vancouver, BC V6C 3P1",1242-Legal administrative assistants,1
,,Loss Creek Logging Ltd.,"Creston, BC V0B 1G8",8241-Logging machinery operators,1
,,MailChannels Corporations Ltd.,"Vancouver, BC V6C 1A1",1221-Administrative officers,1
,,Mannie International Enterprises Co Ltd,"Richmond, BC V6V 1K9",0601-Corporate sales managers,1
,,,,"1123-Professional occupations in advertising, marketing and public relations",1
,,Max Group Commercial Inc.,"Richmond, BC V6V 1Z1",6211-Retail sales supervisors,1
,,Max Truck Repair Ltd.,"Surrey, BC V3S 3G1",1221-Administrative officers,1
,,Mayne Coatings Corp.,"Langley, BC V4W 0A2",0911-Manufacturing managers,1
,,Misty Blue Transport Ltd.,"Surrey, BC V3V 0A9","7305-Supervisors, motor transport and other ground transit operators",4
,,Mobile Korner Solution Inc,"New Westminster, BC V3M 5X2",6211-Retail sales supervisors,1
,,Mooney Supply Inc.,"Kelowna, BC V1P 1P3",6321-Chefs,1
,,MP Electrical Contracting Ltd,"Richmond, BC V6V 1P8",7241-Electricians (except industrial and power system),1
,,Nabeyoshi Limited Company,"Vancouver, BC V6B 2Z4","0124-Advertising, marketing and public relations managers",1
,,Nav Sweets & Restaurant Ltd.,"Surrey, BC V3W 3N3",6322-Cooks,2
,,Navraj Sweets & Restaurant Ltd.,"Surrey, BC V3W 1R1",6332-Bakers,1
,,Neat Construction Ltd,"Surrey, BC V3S 2X3",7271-Carpenters,3
,,New Moon Express Ltd,"Surrey, BC V3V 3X9",7511-Transport truck drivers,3
,,Nippon Data Inc.,"Langley, BC V3A 3Y1",2171-Information systems analysts and consultants,1
,,North West Freightways Ltd,"Surrey, BC V3V 3Y5",7312-Heavy-duty equipment mechanics,1
,,Northern Health Authority,"Prince George, BC V2L 5B8",3111-Specialist physicians,1
,,Nuna Logistics Limited,"Vancouver, BC V5Z 2M9",6221-Technical sales specialists - wholesale trade,1
,,Ocean Blue Trucking Ltd,"Surrey, BC V3R 5Y8",1311-Accounting technicians and bookkeepers,1
,,Okanagan Similkameen Neurological Society,"Penicton, BC V2A 3G6",3143-Occupational therapists,1
,,Overwaitea Food Group Ltd Partnership,"Langley, BC V1M 3B6",3131-Pharmacists,1
,,Pacific Integration Multimedia Inc.,"Vancouver, BC V5X 0B1",2241-Electrical and electronics engineering technologists and technicians,1
,,Pacific Rim Brewing Inc,"Langley, BC V2Y 1N1",2211-Chemical technologists and technicians,1
,,Paltech Solutions Inc.,"Vancouver, BC V6B 1A1",2174-Computer programmers and interactive media developers,1
,,"Passaglia Concrete, Restoration and Repair Ltd","Burnaby, BC V5B 2E4",7282-Concrete finishers,3
,,Payless Tire Inc.,"Coquitlam, BC V3K 1C7","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Planet India Restaurant Inc.,"Surrey, BC V3W 9Z1",6322-Cooks,2
,,Prime International Van Line Inc,"Coquitlam, BC V3K 6R2",1221-Administrative officers,1
,,Professional Furniture Ltd.,"Surrey, BC V3W 3A6",7271-Carpenters,1
,,Protec Dental Laboratories Ltd,"Vancouver, BC V5T 1A1","3223-Dental technologists, technicians and laboratory assistants",1
,,Protocol Environmental Solutions Inc,"Coquitlam, BC V3K 6R2",0601-Corporate sales managers,1
,,Punje Spice Restaurant Ltd,"White Rock, BC V4B 2P7",6322-Cooks,1
,,R.L Education Holding Co Ltd.,"Richmind, BC V6X 1X5","0124-Advertising, marketing and public relations managers",1
,,Real Longlife Enviro Roofing Corp.,"Delta, BC V4C 6R1",7291-Roofers and shinglers,3
,,Reliable Electricial Contracting Ltd.,"North Vancouver, BC V7P 1A4",7241-Electricians (except industrial and power system),1
,,Riggit Services Inc.,"Vancouver, BC V5T 1E1",1221-Administrative officers,1
,,,,"5226-Other technical and co-ordinating occupations in motion pictures, broadcasting and the performing arts",1
,,Route 99 Motorsports Ltd.,"Pemberton, BC V0N 2L0","7334-Motorcycle, all-terrain vehicle and other related mechanics",1
,,Royal Craft Construction Ltd,"Surrey, BC V3S 5P1",7271-Carpenters,2
,,RS Automotive Services Inc.,"Whistler, BC V0N 1B1","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Ruboss Technology Corporation,"Victoria, BC V8W 0B6",2175-Web designers and developers,1
,,S&S Westcoast Floors & Floors Ltd,"Surrey, BC V3W 1L3",0621-Retail and wholesale trade managers,1
,,S.B. Trucking Ltd.,"Surrey, BC V3V 3X9",7511-Transport truck drivers,2
,,Sacré-Davey Engineering Incorporated,"North Vancouver, BC V7J 2K7",2253-Drafting technologists and technicians,1
,,SCHAEFER Elevator Components Inc.,"Surrey, BC V3Z 3S9",6221-Technical sales specialists - wholesale trade,1
,,Seven Hills Group Technologies Inc.,"Vancouver, BC V6B 2W9",2283-Information systems testing technicians,1
,,Shun Yuan Company Ltd.,"Nanaimo, BC V9S 1H9",6321-Chefs,1
,,Sidhu Brothers Holding Ltd.,"Abbotsford, BC V2S 2B3","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
,,Sigma Painting Ltd.,"Coquitlam, BC V3J 7C8",7294-Painters and decorators (except interior decorators),1
,,Silver Springs Ventures (1994) Ltd,"Kelowna, BC V1Y 2C6",7282-Concrete finishers,1
,,SimpeQ Care Inc.,"North Vancouver, BC V7M 2H5",3011-Nursing co-ordinators and supervisors,1
,,Simply Music,"Fort St. John, BC V1J 1X5",5133-Musicians and singers,1
,,Skyscraper Construction and Cement Finishing Ltd,"New Westminster, BC V3L 3C5",7282-Concrete finishers,2
,,Smart Wireless Soulitions Ltd.,"Abbotsford, BC V4X 2M9",0621-Retail and wholesale trade managers,1
,,SmartGym Inc.,"Vernon, BC V1T 9H2","0015-Senior managers - trade, broadcasting and other services, n.e.c.",1
