"List of employers who were issued a positive  Labour Market Impact Assessment (LMIA) by Stream, National Occupational Classification (NOC) 2011 and business location in 2017 (October-December)",,,,,
Province/Territory,Stream,Employer,Address,Occupations under NOC 2011,Positions Approved
,,Focus Micro Ondes Inc.,"Dollard-des-Ormeaux, QC H9B 3H7",6221-Technical sales specialists - wholesale trade,1
,,Forest ênergie et Air Solutions Inc.,"MontrÇal, QC H1P 3H7",7231-Machinists and machining and tooling inspectors,1
,,"Franáois Thifault,notaire inc.","QuÇbec, QC G1X 1T5",1242-Legal administrative assistants,1
,,Fujitsu Consulting (Canada) Inc.,"QuÇbec, QC G2K 0B8",2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,5
,,GAL AeroStaff Ltd.,"Vaudreuil-Dorion, QC J7V 5V5",2232-Mechanical engineering technologists and technicians,1
,,GDG informatique et Gestion,"QuÇbec, QC G1K 9C5",2171-Information systems analysts and consultants,3
,,Gebo Cermex Canada Inc,"Laval, QC H7W 4V3",2232-Mechanical engineering technologists and technicians,1
,,,,6221-Technical sales specialists - wholesale trade,1
,,Gestion Castle Inc.,"QuÇbec, QC G1K 3B1",0631-Restaurant and food service managers,1
,,Groupe Alithya Inc,"MontrÇal, QC H3B 5M2",2174-Computer programmers and interactive media developers,2
,,,,6221-Technical sales specialists - wholesale trade,1
,,Groupe Anderson Inc.,"Chesterville, QC G0P 1J0",2253-Drafting technologists and technicians,2
,,,,7333-Electrical mechanics,1
,,Groupe Askida inc.,"MontrÇal, QC H2Y 2P5",2173-Software engineers and designers,1
,,Groupe Atallah inc.,"MontrÇal, QC H2N 2E7",2175-Web designers and developers,1
,,,,"5232-Other performers, n.e.c.",4
,,,,5241-Graphic designers and illustrators,1
,,Groupe Dynamite inc,"Ville Mont-Royal, QC H4P 1M2","0013-Senior managers - financial, communications and other business services",1
,,Groupe êco Construction Inc.,"MontrÇal, QC H2G 2K5",1311-Accounting technicians and bookkeepers,1
,,Groupe Fordia Inc.,"Dollard-des-Ormeaux, QC H9B 3G4",2212-Geological and mineral technologists and technicians,1
,,Groupe Gibo Inc.,"Saint-Pascal, QC G0L 3Y0",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Groupe In-RGY Consultation Inc,"MontrÇal, QC H2Y 1Y3",2171-Information systems analysts and consultants,1
,,GVGS Inc.,"Saint-JÇrìme, QC J7Y 1S5",2283-Information systems testing technicians,3
,,Hìpital GÇnÇral Juif,"Montreal, QC H3T 1E2",1222-Executive assistants,1
,,,,2112-Chemists,1
,,Hostellerie Baie Bleue Inc.,"Carleton, QC G0C 1J0",6322-Cooks,1
,,Hìtel Chibougamau (156307 Canada inc),"Chibougamau, QC G8P 1N6",6322-Cooks,1
,,Hìtel des Encans de MontrÇal Inc.,"Montreal, QC H4C 2R6",1241-Administrative assistants,1
,,Hutchinson AÇronautique & Industries LimitÇe,"MontrÇal, QC H1B 5M8",7231-Machinists and machining and tooling inspectors,1
,,Index Web Marketing inc.,"Montreal, QC H2K 3T1","0124-Advertising, marketing and public relations managers",1
,,Industries Canatal Inc.,"Thetford Mines, QC G6G 6P6",2253-Drafting technologists and technicians,1
,,,,7237-Welders and related machine operators,1
,,Industries Rehau Inc,"Baie d'UrfÇ, QC H9X 3N9",2132-Mechanical engineers,1
,,Infynia.com,"St-Laurent, QC H4T 1N6",2173-Software engineers and designers,1
,,Intergroupe Assurances Inc.,"QuÇbec, QC G1V 4P1",1241-Administrative assistants,1
,,Ixtrom Group inc.,"Magog, QC J1X 2B3",2174-Computer programmers and interactive media developers,1
,,Johnson Controls Canada LP,"MontrÇal, QC H4N 2L3",2232-Mechanical engineering technologists and technicians,1
,,L-3 Communications MAPPS Inc,"Montreal, QC H4T 1G5","2148-Other professional engineers, n.e.c.",1
,,La Maison Simons,"QuÇbec, QC G1R 3V9",5221-Photographers,1
,,,,"5232-Other performers, n.e.c.",17
,,Labelium Canada Inc.,"Montreal, QC H3B 1A6","0124-Advertising, marketing and public relations managers",1
,,Lallemand Inc,"Montreal, QC H1W 2N8",6221-Technical sales specialists - wholesale trade,1
,,Landr Audio Inc,"MontrÇal, QC H2T 1A8",1241-Administrative assistants,1
,,Larochelle Groupe Conseil Inc.,"MontrÇal, QC H3B 2N2",2171-Information systems analysts and consultants,1
,,Le Valois Inc.,"MontrÇal, QC H2V 1E3",6321-Chefs,1
,,LÇger MÇtrics Inc.,"MontrÇal, QC H2Y 2W8",2174-Computer programmers and interactive media developers,1
,,Lemay Outillage Inc.,"Bonsecours, QC J0E 1H0",7231-Machinists and machining and tooling inspectors,3
,,Les Aciers J.P. Inc.,"La Reine, QC J0Z 2L0",2253-Drafting technologists and technicians,2
,,,,7237-Welders and related machine operators,6
,,Les entreprises H.M. MÇtal Inc.,"Ste-Sophie-de-LÇvrard, QC G0X 3C0",7231-Machinists and machining and tooling inspectors,1
,,,,7237-Welders and related machine operators,3
,,Les êquipements d'êrabliäre CDL inc.,"St-Lazare, QC G0R 3J0",7237-Welders and related machine operators,9
,,Les êquipements Jocelyn Frenette Inc.,"Saint-Basile, QC G0A 3G0",1241-Administrative assistants,1
,,Les Industries de la Rive Sud LtÇe,"Sainte-Croix, QC G0S 2H0",2174-Computer programmers and interactive media developers,1
,,Les Industries Dorel Inc.,"Montreal, QC H3Z 2A4","0013-Senior managers - financial, communications and other business services",1
,,Les industries et Çquipements LalibertÇ LtÇe,"Sainte-Claire, QC G0R 2V0",7237-Welders and related machine operators,2
,,Les industries G.E. Gilbert inc.,"Sherbrooke, QC J1L 1V9",7231-Machinists and machining and tooling inspectors,4
,,Les Industries Spectra Premium Inc.,"Boucherville, QC J4B 5Z5",7231-Machinists and machining and tooling inspectors,2
,,Les Produits MÇtalliques Roy,"St-Franáois-Riviäre-Sud, QC G0R 3A0",7237-Welders and related machine operators,6
,,Les Services Agendize Inc.,"Montreal, QC H2W 1Y5","1123-Professional occupations in advertising, marketing and public relations",1
,,Les Services Conseils SystÇmatix Inc.,"QuÇbec, QC G1V 4W2",2174-Computer programmers and interactive media developers,1
,,Les Studios Moment Factory Inc.,"MontrÇal, QC H2V 4H8",5241-Graphic designers and illustrators,2
,,Les Technologies Cloud Horizon Inc.,"MontrÇal, QC H4L 5G6",2174-Computer programmers and interactive media developers,1
,,LG6 Inc.,"Brossard, QC J4W 1M2",2171-Information systems analysts and consultants,1
,,Location NRJ LtÇe,"Drummondville, QC J2C 7W1",7312-Heavy-duty equipment mechanics,3
,,LOGICIEL LAVASOFT CANADA INC.,"Ville Saint-Laurent, QC H4A 2Z2",2173-Software engineers and designers,1
,,Logiciels Metrio Inc.,"MontrÇal, QC H2T 2N4",2175-Web designers and developers,1
,,Logiciels Tempo Inc.,"MontrÇal, QC H3B 2E3",2174-Computer programmers and interactive media developers,1
,,Logistique DLVRD Inc.,"MontrÇal, QC H4C 1C1",1241-Administrative assistants,1
,,Lucion MÇdia inc.,"MontrÇal, QC H2V 4E1","5131-Producers, directors, choreographers and related occupations",1
,,Ludia inc,"MontrÇal, QC H2Y 2P5",2174-Computer programmers and interactive media developers,1
,,,,5241-Graphic designers and illustrators,2
,,Luxury Retreats International,"MontrÇal, QC H4E 1A8",0111-Financial managers,1
,,,,"0124-Advertising, marketing and public relations managers",1
,,Maison Bong (restaurant),"MontrÇal, QC H2Z 1J4",6322-Cooks,1
,,Manac Inc.,"St-Georges de Beauce, QC G5Y 8G6",7237-Welders and related machine operators,12
,,Management Savvy,"Hampstead, QC H3X 2Y2",1121-Human resources professionals,1
,,MANOIR HOVEY (1985) INC.,"North Hatley, QC J0B 2C0",6321-Chefs,1
,,MANUFACTURE FRAMECO LTêE,"St-Joseph-de-Beauce, QC G0S 2V0",7237-Welders and related machine operators,2
,,Marcel Morissette Inc.,"Sainte-Claire, QC G0R 2V0",6221-Technical sales specialists - wholesale trade,1
,,Marmen Inc.,"Trois-Riviäres, QC G8T 8V8",7237-Welders and related machine operators,1
,,Marusan Canada Inc.,"MontrÇal, QC H2Y 1V2",6321-Chefs,2
,,MBI Systämes Çlectriques inc.,"Granby, QC J2J 2M9",6221-Technical sales specialists - wholesale trade,1
,,Meade Willis inc.,"MontrÇal, QC H4P 1W7","0124-Advertising, marketing and public relations managers",1
,,MÇtal Grenier LtÇe,"Victoriaville, QC G6T 2H6",7237-Welders and related machine operators,1
,,Milident Inc.,"Gatineau, QC J8Z 3G4","3223-Dental technologists, technicians and laboratory assistants",1
,,Mindbliss Inc.,"Montreal, QC H2W 1Y9",2174-Computer programmers and interactive media developers,1
,,Mintz Global Screening inc.,"MontrÇal, QC H3C 1R4",1114-Other financial officers,1
,,Modasuite Inc.,"MontrÇal, QC H2T 1A8",5221-Photographers,1
,,Modern Concept d'Entretien Inc.,"Lasalle, QC H8R 3A4",2173-Software engineers and designers,1
,,Momentum Technologies inc.,"QuÇbec, QC G2J 0B9",2174-Computer programmers and interactive media developers,7
,,Montana Aventure Inc.,"Montreal, QC H2Y 1S5",6532-Outdoor sport and recreational guides,1
,,Morgan Stanley Canada Ltd,"MontrÇal, QC H3C 3S4",2171-Information systems analysts and consultants,1
,,,,2173-Software engineers and designers,3
,,Mosaique Surface Inc.,"MontrÇal, QC H2N 1P4",1241-Administrative assistants,1
,,Nimonik inc.,"MontrÇal, QC H2T 3B2",2174-Computer programmers and interactive media developers,1
,,Northforge Innovations Inc,"Gatineau, QC J8X 3H3",2173-Software engineers and designers,3
,,Oceanwide Canada Inc,"MontrÇal, QC H3Z 3B8",2175-Web designers and developers,1
,,Office d'Investissement des RÇgimes de Pension du secteur public,"MontrÇal, QC H3B 5E9",1112-Financial and investment analysts,1
,,Olympus NDT Canada Inc,"QuÇbec, QC G1P 0B3",2173-Software engineers and designers,1
,,ON Animation Studio Montreal Inc.,"MontrÇal, QC H3H 2K5",5241-Graphic designers and illustrators,1
,,onepoint Canada Inc.,"Montreal, QC H3B 1K9",2174-Computer programmers and interactive media developers,1
,,Opal-Rt Technologies Inc.,"MontrÇal, QC H3K 1G6",2171-Information systems analysts and consultants,1
,,Optiplast 2012 inc.,"Saint-Lazare, QC G0R 3J0",2233-Industrial engineering and manufacturing technologists and technicians,1
,,Opti-ThÇra inc.,"MontrÇal, QC H3B 0E7",2121-Biologists and related scientists,1
,,P.L.U. Communications Inc.,"Montreal, QC H2Y 2M8",5241-Graphic designers and illustrators,1
,,Papineau International S.E.C.,"Saint-JÇrìme, QC J7Y 4C2",7511-Transport truck drivers,4
,,PCD Solutions Inc.,"Ville St-Laurent, QC H4T 1Z6",2171-Information systems analysts and consultants,2
,,PCM Innovation MontrÇal Inc,"MontrÇal, QC H1B 5V1",2253-Drafting technologists and technicians,1
,,Pearl Studios Inc.,"Montreal, QC H2Y 1Z9",5241-Graphic designers and illustrators,1
,,Plante & AssociÇs Inc.,"MontrÇal, QC H3C 1M3",1122-Professional occupations in business management consulting,1
,,Plastiques Moore Inc.,"Saint-Damien-de-Buckland, QC G0R 2Y0",2241-Electrical and electronics engineering technologists and technicians,1
,,Pratt & Whitney Canada Corp.,"Longueuil, QC J4G 1A1",2132-Mechanical engineers,1
,,Premier Tech LimitÇe,"Riviäre-du-Loup, QC G5R 6C1",0212-Architecture and science managers,1
,,,,2171-Information systems analysts and consultants,1
,,Prime Focus Services CrÇatifs MontrÇal Inc.,"MontrÇal, QC H3K 1G6",2174-Computer programmers and interactive media developers,1
,,Prince Logistics Services,"Montreal, QC H8R 1H3",7313-Refrigeration and air conditioning mechanics,2
,,Processia Solutions Canada Inc.,"Laval, QC H7T 2Z5","0013-Senior managers - financial, communications and other business services",1
,,Productions TMV inc.,"MontrÇal, QC H3J 1N5",2175-Web designers and developers,1
,,PRODUITS D'ACIER HASON INC. (LES),"Lanoraie, QC J0K 1E0",7237-Welders and related machine operators,1
,,Pro-Metal Plus Inc,"Deschambault, QC G0A 1S0",2253-Drafting technologists and technicians,2
,,Propair Inc.,"Rouyn-Noranda, QC J9Y 0G1","2271-Air pilots, flight engineers and flying instructors",1
,,Public Image Management,"Montreal, QC H3J 2V2","5232-Other performers, n.e.c.",2
,,R3D Conseil Inc.,"MontrÇal, QC H3A 2E6",2174-Computer programmers and interactive media developers,1
,,Rasakti inc.,"St-Germain-de-Grantham, QC J0C 1K0",7231-Machinists and machining and tooling inspectors,1
,,Reitmans Canada Ltd,"MontrÇal, QC H3L 1Z2","5232-Other performers, n.e.c.",14
,,Restaurant Normandie Inc,"Beauceville, QC G5X 1M4",6321-Chefs,1
,,Rhodewell Group Inc.,"Brossard, QC J4Y 2R2",6221-Technical sales specialists - wholesale trade,1
,,Rodeo FX Inc.,"MontrÇal, QC H3C 6X4",5241-Graphic designers and illustrators,2
,,Rolls Systäme inc.,"MontrÇal, QC H1P 1E1",6221-Technical sales specialists - wholesale trade,1
,,Rotobec Inc.,"Sainte-Justine, QC G0R 1Y0",7237-Welders and related machine operators,5
,,S.E.T. 47 INC,"Valcourt, QC J0E 2L0",7231-Machinists and machining and tooling inspectors,3
,,Saputo Inc.,"Montreal, QC H1P 1X8",2171-Information systems analysts and consultants,1
,,Service Trans-West inc.,"Lachine, QC H8T 2X9",7511-Transport truck drivers,3
,,SERVICES TECHNOMINEX INC.,"Rouyn-Noranda, QC J9X 7B4",2113-Geoscientists and oceanographers,1
,,Sesame Atwater inc.,"MontrÇal, QC H3J 2Z8",6321-Chefs,1
,,SG MontrÇal Centre de Solutions inc.,"MontrÇal, QC H3A 3M8",2171-Information systems analysts and consultants,2
,,Shake Labs Inc.,"MontrÇal, QC H2X 0B3",2175-Web designers and developers,1
,,Sid Lee Inc.,"Montreal, QC H3C 2N6","0124-Advertising, marketing and public relations managers",1
,,SNC-Lavalin Inc.,"Montreal, QC H2Z 1Z3",0211-Engineering managers,1
,,SociÇtÇ Conseil Groupe LGS,"QuÇbec, QC G1V 4K5",2171-Information systems analysts and consultants,5
,,,,2173-Software engineers and designers,1
,,,,2174-Computer programmers and interactive media developers,14
,,,,2175-Web designers and developers,1
,,Sogefi Engine Systems Canada Corp.,"MontrÇal, QC H1N 3V3",2171-Information systems analysts and consultants,1
,,Soltron Services LP,"MontrÇal, QC H3A 1T5",5241-Graphic designers and illustrators,1
,,Solution Multi Pub Canada Inc.,"MontrÇal, QC H1K 1A1",2175-Web designers and developers,1
,,SOUCY RIVALAIR INC.,"Drummondville, QC J2C 7R9",7231-Machinists and machining and tooling inspectors,1
,,Soudure J. M. Chantal Inc.,"St-Agapit, QC G0S 1Z0",7237-Welders and related machine operators,2
,,Studio Digital District (Canada) Inc,"MontrÇal, QC H3K 3G9",5241-Graphic designers and illustrators,6
,,Studios Framestore Inc.,"MontrÇal, QC H2T 3B3",5241-Graphic designers and illustrators,1
,,Sushi Palace Inc.,"Ville St-Laurent, QC H4L 5K8",6321-Chefs,1
,,Synechron Canada Inc.,"MontrÇal, QC H2Y 3M6",2171-Information systems analysts and consultants,1
,,Systämes Danfreight inc.,"Joliette, QC J6E 0L8",7511-Transport truck drivers,25
,,Systämes d'Emballage SÇcuritaire Nelmar Inc.,"Terrebonne, QC J6Y 0A2",2233-Industrial engineering and manufacturing technologists and technicians,1
,,,,9422-Plastics processing machine operators,1
,,Technologies Automat inc.,"MontrÇal, QC H2X 2T7",2173-Software engineers and designers,1
,,Technologies Plotly Inc.,"MontrÇal, QC H2T 2A3",2173-Software engineers and designers,1
,,,,2175-Web designers and developers,1
,,Tekna Plasma Systems Inc,"Sherbrooke, QC J1L 2T9",6221-Technical sales specialists - wholesale trade,1
,,TELEDYNE DALSA SEMICONDUCTEUR,"Bromont, QC J2L 1S7",2132-Mechanical engineers,1
,,,,6221-Technical sales specialists - wholesale trade,1
,,Tema Solutions,"MontrÇal, QC H2S 2C8",2171-Information systems analysts and consultants,1
,,Transat Tours Canada Inc.,"Montreal, QC H2X 4C2","1123-Professional occupations in advertising, marketing and public relations",1
,,Transformateurs Delta Star Inc.,"St-Jean-sur-Richelieu, QC J2X 5V5",2132-Mechanical engineers,1
,,Transport A. Laberge & Fils Inc.,"Mont Saint-GrÇgoire, QC J0J 1K0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
,,Transport C-C-F Houle Inc.,"Saint-CÇlestin, QC J0C 1G0",7511-Transport truck drivers,2
,,Transport Explorer Inc.,"Laval, QC H7P 5P6",7511-Transport truck drivers,3
,,Tricots Liesse (1983) Inc.,"MontrÇal, QC H3B 2A1",7311-Construction millwrights and industrial mechanics,1
,,UAP inc.,"MontrÇal, QC H1N 2B3",2171-Information systems analysts and consultants,1
,,Ubisoft Divertissements Inc.,"MontrÇal, QC H2T 1S6","0124-Advertising, marketing and public relations managers",1
,,,,2171-Information systems analysts and consultants,1
,,,,2174-Computer programmers and interactive media developers,7
,,,,"5131-Producers, directors, choreographers and related occupations",2
,,,,5241-Graphic designers and illustrators,2
,,UniversitÇ de MontrÇal,"MontrÇal, QC H3C 3J7",2173-Software engineers and designers,1
,,,,4011-University professors and lecturers,1
,,UniversitÇ du QuÇbec Ö MontrÇal,"MontrÇal, QC H3C 3P8",4011-University professors and lecturers,1
,,UniversitÇ du QuÇbec Ö Trois-Riviäres (UQTR),"Trois-Rivieres, QC G9A 5H7",4011-University professors and lecturers,1
,,UniversitÇ McGill,"MontrÇal, QC H3A 0G4",4011-University professors and lecturers,5
,,Verbom Inc.,"Valcourt, QC J0E 2L0",7231-Machinists and machining and tooling inspectors,6
,,,,7333-Electrical mechanics,1
,,VicRoc Inc,"Victoriaville, QC G9P 6T3",7231-Machinists and machining and tooling inspectors,2
,,Volta CrÇation inc,"QuÇbec, QC G1K 8G3",5241-Graphic designers and illustrators,2
,,Voonyx Inc,"Lac-Beauport, QC G3B 1M7",2174-Computer programmers and interactive media developers,1
,   Low Wage,2955-0571 QuÇbec Inc,"Baie-Saint-Paul, QC G3Z 1P8",6731-Light duty cleaners,1
,,6173306 Canada Inc.,"Amos, QC J9T 1H3",6311-Food service supervisors,6
,,8112029 Canada inc.,"MontrÇal, QC H2Z 1G6",6322-Cooks,1
,,9126-9755 QuÇbec Inc.,"Montreal, QC H2L 1S3",6321-Chefs,1
,,9246-8024 QuÇbec inc,"MontrÇal, QC H2T 2N8",0631-Restaurant and food service managers,1
,,9261-9345 QuÇbec Inc.,"MontrÇal, QC H3A 1H3",6322-Cooks,1
,,9327-7630 Quebec inc.,"Montreal, QC H1H 3Z5",0631-Restaurant and food service managers,1
,,9338-0186 QuÇbec Inc.,"Rouyn-Noranda, QC J9X 6P9",6311-Food service supervisors,1
,,AcadÇmie de Judo de Sept-Iles Inc.,"Sept-◊les, QC G4R 2B4","5254-Program leaders and instructors in recreation, sport and fitness",1
,,Aliments Asta Inc.,"St-Alexandre, QC G0L 2G0","9617-Labourers in food, beverage and associated products processing",18
,,Automobiles Rennen Inc.,"St-Hubert, QC J4T 2V8",7322-Motor vehicle body repairers,1
,,Boulangerie Chicoutimi-Nord inc.,"Chicoutimi, QC G7G 1W4",6332-Bakers,2
,,Brisson Paysagiste inc,"Plessisville, QC G6L 2Y2",8612-Landscaping and grounds maintenance labourers,4
,,Canards du Lac Brome LtÇe,"Knowlton, QC J0E 1V0","9617-Labourers in food, beverage and associated products processing",5
,,CARRIERES DUCHARMES INC,"Havelock, QC J0S 2C0","9414-Concrete, clay and stone forming operators",2
,,Club de Judo Shidokan Inc.,"MontrÇal, QC H4A 1L2","5254-Program leaders and instructors in recreation, sport and fitness",1
,,DÇco GÉto,"Carleton-sur-Mer, QC G0C 1J0",6332-Bakers,1
