"Employers Who Were Issued a Positive Labour Market Impact Assessment (LMIA) by Program Stream, National Occupational Classification (NOC) 2011 and Business Location, January to March 2020",,,,,
Province/Territory,Program Stream,Employer ,Address,Occupation,Approved Positions
Quebec,    High Wage,9019-1750 QUE INC,"Laval, H7S2B2",6221-Technical sales specialists - wholesale trade,1
Quebec,    High Wage,9043-2576 Québec Inc. (Mécanique Lourds Laval),"Laval, H7R1L2","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,9046-0585 Québec Inc.,"Sainte-Hélène-de-Bagot, J0H1M0",6311-Food service supervisors,1
Quebec,    High Wage,9052-7136 Québec Inc.,"Saint-Hyacinthe, J2S4Z5",6322-Cooks,1
Quebec,    High Wage,9052-7847 Quebec Inc,"MONTRÉAL, H3S1Z2",0631-Restaurant and food service managers,2
Quebec,    High Wage,9052-9470 Québec Inc,"St-Lazare,QC, J7T2B8",7231-Machinists and machining and tooling inspectors,3
Quebec,    High Wage,9059-1447 Québec Inc.,"SAINT-VICTOR, G0M2B0",6322-Cooks,1
Quebec,    High Wage,9077-9828 Québec Inc. (Poulet Torino),"Laval, H7T2N3",6311-Food service supervisors,1
Quebec,    High Wage,9078-4042 QUEBEC INC,"Montreal, H3C1L9",0711-Construction managers,1
Quebec,    High Wage,9086-3010 Québec Inc.,"Saint-Augustin-de-Desmaures, G3A2V1",7231-Machinists and machining and tooling inspectors,1
Quebec,    High Wage,9091-4532 Québec Inc.,"L'ISLE-VERTE, G0L1L0",7237-Welders and related machine operators,4
Quebec,    High Wage,9099-7768 QUÉBEC INC.,"Saint-Augustin-de-Demaures, G3A1V9",7237-Welders and related machine operators,3
Quebec,    High Wage,9109-2353 Québec Inc.,"Saint-Laurent, H4S1B4",7511-Transport truck drivers,2
Quebec,    High Wage,9109-7162 Québec Inc.,"Saguenay, G7H2A2",6322-Cooks,2
Quebec,    High Wage,9116-1521 Québec inc,"QUÉBEC, G1N2E6",0631-Restaurant and food service managers,1
Quebec,    High Wage,9122-4790 Québec Inc.,"Laval, H7M5Y6",2175-Web designers and developers,1
Quebec,    High Wage,9126-6700 QUEBEC INC.,"MONTREAL, H8N1T1",7312-Heavy-duty equipment mechanics,1
Quebec,    High Wage,9131-8501 Québec inc.,"Québec, G1R3X3",6321-Chefs,1
Quebec,    High Wage,9135-8838 QUEBEC INC.,"SEPT-ILES, G4R1W8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,9158-1231 QUEBEC INC.,"Montreal, H3L2E5",0631-Restaurant and food service managers,1
Quebec,    High Wage,9158-1231 QUEBEC INC.,"Montreal, H3L2E5",6322-Cooks,2
Quebec,    High Wage,9163-2653 Québec Inc.,"Brossard, J4Y 0J5",6311-Food service supervisors,9
Quebec,    High Wage,9178-3639 Québec inc.,"Saguenay, G7H2A2",6322-Cooks,2
Quebec,    High Wage,9179186 Canada Ltd.,"Montréal, H3C1R5",2174-Computer programmers and interactive media developers,1
Quebec,    High Wage,9182-6958 Québec Inc.,"Ile Perrot, J7V4X4",6322-Cooks,1
Quebec,    High Wage,9183-2907 quebec inc,"Rouyn-Noranda, J9X2R8",6322-Cooks,1
Quebec,    High Wage,9185-0321 Québec inc,"Maniwaki, J9E1Z9",6311-Food service supervisors,2
Quebec,    High Wage,9185-0610 Québec Inc.,"LÉVIS, G6V6Y1",6322-Cooks,2
Quebec,    High Wage,9186-1906 QUÉBEC INC,"SALABERRY-DE-VALLEYFIELD, J6T1M4",0911-Manufacturing managers,1
Quebec,    High Wage,9190-4920 QUEBEC INC.,"LASALLE, H8N1X8",6322-Cooks,1
Quebec,    High Wage,9200-5933 QUÉBEC INC,"Plessisville, G6L2N1",6322-Cooks,2
Quebec,    High Wage,9208-4144 quc inc,"Sherbrooke, J1C0W2",7237-Welders and related machine operators,1
Quebec,    High Wage,9208-4144 quc inc,"Sherbrooke, J1C0W2",7311-Construction millwrights and industrial mechanics,2
Quebec,    High Wage,9211-9080 QUÉBEC INC.,"Shawinigan, G9N4X3",7322-Motor vehicle body repairers,3
Quebec,    High Wage,9213-1838 QUÉBEC INC.,"St-Pascal, G0L3Y0",7322-Motor vehicle body repairers,1
Quebec,    High Wage,9215-5662 QUÉBEC INC.,"Sept-îles, G4R1Y2",6311-Food service supervisors,4
Quebec,    High Wage,9220-8404 Québec inc.,"QUÉBEC, G1N2E6",6322-Cooks,1
Quebec,    High Wage,9226-5263 Québec Inc.,"RIVIÈRE-DU-LOUP, G5R1E2",6321-Chefs,1
Quebec,    High Wage,9229-3224 QUÉBEC INC.,"Québec, G1K3A8",6322-Cooks,2
Quebec,    High Wage,9235 3804 QUÉBEC INC,"Montreal, H1Y1X6",6322-Cooks,1
Quebec,    High Wage,9244-8398 Quebec INC,"Quebec, G1R1S3",6322-Cooks,2
Quebec,    High Wage,9246-0245 Québec Inc.,"GATINEAU, J9J2V5",6311-Food service supervisors,3
Quebec,    High Wage,9247-0632 Québec Inc.,"Saint-Hyacinthe, J2R1J9",6311-Food service supervisors,1
Quebec,    High Wage,9248-9921 Québec inc,"Montreal, H1Z2X4",7272-Cabinetmakers,4
Quebec,    High Wage,9249-6629 Québec inc.,"Cap-de-la Madeleine, G8T7A2",6322-Cooks,1
Quebec,    High Wage,9249-7833 QUEBEC INC,"LAVAL, H7T0E8",1241-Administrative assistants,1
Quebec,    High Wage,9250-2566 Québec Inc,"Brossard, J4Y0L1",6311-Food service supervisors,1
Quebec,    High Wage,9253-2373 Québec Inc,"MONTRÉAL, H3W1H8",0631-Restaurant and food service managers,1
Quebec,    High Wage,9254-8411 Québec Inc,"QUÉBEC, G1N2E6",0631-Restaurant and food service managers,1
Quebec,    High Wage,9261-2712 québec inc.,"Trois-Rivières, G8T7A6",6322-Cooks,1
Quebec,    High Wage,9261-8107 Québec Inc.,"Sainte-Thérèse, J7E3E7",6332-Bakers,1
Quebec,    High Wage,9262-8288 Québec Inc. (Mazagan),"SHERBROOKE, J1K1S1",6322-Cooks,1
Quebec,    High Wage,9266-8169 QUEBEC INC,"Montreal, H1L3M2",7511-Transport truck drivers,2
Quebec,    High Wage,9278-1541 Québec Inc.,"MONTRÉAL, H3L1V9",0631-Restaurant and food service managers,1
Quebec,    High Wage,9278-2309 Québec Inc,"Quebec, G2J0B5",6311-Food service supervisors,1
Quebec,    High Wage,92848779 Québec Inc.,"Ste-Julie, J3E0C3",7322-Motor vehicle body repairers,1
Quebec,    High Wage,9310-3810 QUÉBEC INC.,"St-Lambert, J4P2J5",6321-Chefs,1
Quebec,    High Wage,9310-5997 QUÉBEC INC.,"Montréal, H1Y1W5",6321-Chefs,1
Quebec,    High Wage,9320-3487 Quebec Inc,"st-jean-sur-richelieu, J3A1B6",6322-Cooks,2
Quebec,    High Wage,9320-9880 Québec Inc.,"MONTRÉAL, H4A1X2",6322-Cooks,1
Quebec,    High Wage,9330-2230 Québec Inc.,"Magog, J1X2T3",6322-Cooks,4
Quebec,    High Wage,9332-8870 Québec Inc.,"Sainte-Anne-de-Bellevue, H9X1L5",6322-Cooks,1
Quebec,    High Wage,9335-0130 Québec Inc.,"Montréal, H3T1X5",6321-Chefs,1
Quebec,    High Wage,9335-8950 Québec inc,"Montréal, H2T2J2",7322-Motor vehicle body repairers,1
Quebec,    High Wage,9336-7472 Québec inc.,"Laval, H7P0E4",6322-Cooks,1
Quebec,    High Wage,9340076 Canada Inc.,"MONTRÉAL, H3G1L3",6321-Chefs,1
Quebec,    High Wage,9341-3375 QC Inc,"LA PRAIRIE, J5R2Z8",6322-Cooks,1
Quebec,    High Wage,9343-0221 Quebec Inc,"Brossard, J4Z3H1",6322-Cooks,1
Quebec,    High Wage,9343-7416 Québec inc.,"Saint-Jérôme, J7Z4M2",6322-Cooks,1
Quebec,    High Wage,9345-1482 Québec inc.,"Montréal, H2Y2G1",6322-Cooks,1
Quebec,    High Wage,9346 9500 quebec inc,"ST-AUGUSTIN-DE-DESMAURES, G3A0P3",7312-Heavy-duty equipment mechanics,2
Quebec,    High Wage,9347 6596 QUEBEC INC,"MONTREAL, H2K2B6",7237-Welders and related machine operators,4
Quebec,    High Wage,9348-3386 Québec Inc.,"Montréal, H3B4G1",6322-Cooks,1
Quebec,    High Wage,9348-7080 Québec Inc.,"Repentigny, J6A2S5",6322-Cooks,2
Quebec,    High Wage,9356-1751 Québec Inc.,"MONTRÉAL, H1S1K7",6321-Chefs,1
Quebec,    High Wage,9358-0165 Québec Inc.,"MONTRÉAL, H3A1S8",6321-Chefs,1
Quebec,    High Wage,9358-3409 Québec Inc,"MONTRÉAL, H2T1S4",6321-Chefs,2
Quebec,    High Wage,9358-7913 Québec Inc.,"St-Jean-sur-Richelieu, J3B 8E2",6322-Cooks,2
Quebec,    High Wage,9363-4269 Québec inc. 9363-4269,"St-Clet, J0P1S0",7322-Motor vehicle body repairers,1
Quebec,    High Wage,9363-9888 QUEBEC INC.,"Notre-Dame-De-L'Ile-Perrot, J7V7Z8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,9369-4149 Québec Inc.,"Mascouche, J7K2L5",6322-Cooks,1
Quebec,    High Wage,9375-6369 Québec Inc.,"DOLLARD-DES-ORMEAUX, H9A3J8",0631-Restaurant and food service managers,1
Quebec,    High Wage,9380-3799 Québec Inc.,"Montréal, H1M1Z3",6321-Chefs,1
Quebec,    High Wage,9381-2212 Québec inc,"Lavaltrie, J5T1R4",7322-Motor vehicle body repairers,2
Quebec,    High Wage,9382-6147 Québec Inc.,"Bromont, H1L1C4",6322-Cooks,1
Quebec,    High Wage,9387-0780 Québec Inc.,"Brossard, J4W1Y5",6322-Cooks,1
Quebec,    High Wage,9392-5675 QUÉBEC INC,"Montréal, H2S1T5",0631-Restaurant and food service managers,1
Quebec,    High Wage,9397-3535 Québec Inc.,"Laval, H7T2J2",6322-Cooks,3
Quebec,    High Wage,A7 Integration Inc.,"GRANBY, J2J1A8",2233-Industrial engineering and manufacturing technologists and technicians,2
Quebec,    High Wage,AAR Aircraft Services – Trois-Rivières ULC,"Trois-Rivières, G9B2N8",7315-Aircraft mechanics and aircraft inspectors,6
Quebec,    High Wage,Absolunet inc.,"Boisbriand, J7H1S6",2171-Information systems analysts and consultants,1
Quebec,    High Wage,Aciers Lague Inc.,"Longueuil, J4G1L8",7237-Welders and related machine operators,4
Quebec,    High Wage,Aciers Lague Inc.,"Longueuil, J4G1L8","9536-Industrial painters, coaters and metal finishing process operators",1
Quebec,    High Wage,Adfast Fasteners Inc,"Saint-Laurent, H4S1E7",7232-Tool and die makers,2
Quebec,    High Wage,Aéronav inc.,"Pointe-Claire, H9R4T7",0711-Construction managers,1
Quebec,    High Wage,Agf Du-For Inc.,"Montréal, H2N1P6",7237-Welders and related machine operators,5
Quebec,    High Wage,agileDSS,"Montréal, H2Y2G3",2171-Information systems analysts and consultants,1
Quebec,    High Wage,Airbus Canada Limited Partnership,"MONTRÉAL, H3B1Y8",2146-Aerospace engineers,1
Quebec,    High Wage,ALBERT DAVIDSON INDUSTRIES LTee,"laval, H7P6G5",2233-Industrial engineering and manufacturing technologists and technicians,1
Quebec,    High Wage,ALIMENTS KOKI S.E.N.C,"MONTREAL, H4B1V8",6322-Cooks,1
Quebec,    High Wage,Aliments Varma Inc,"LAVAL, H7R0B1",6321-Chefs,1
Quebec,    High Wage,Alithya Canada Inc.,"Montréal, H3B5M2",1223-Human resources and recruitment officers,1
Quebec,    High Wage,Alliance Ford Inc.,"Sainte-Agathe-des-Monts, J8C3K8","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,Andy Transport Inc,"Salaberry-de-Valleyfield, J6S6J2",7511-Transport truck drivers,8
Quebec,    High Wage,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2","2273-Deck officers, water transport",6
Quebec,    High Wage,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2","2274-Engineer officers, water transport",4
Quebec,    High Wage,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",7242-Industrial electricians,2
Quebec,    High Wage,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",7532-Water transport deck and engine room crew,9
Quebec,    High Wage,Anglo-Eastern Ship Management Ltd.,"Pointe-Claire, H9R4S2",7612-Other trades helpers and labourers,1
Quebec,    High Wage,Apex Laboratoire Inc.,"Québec, G1V2M2","3223-Dental technologists, technicians and laboratory assistants",1
Quebec,    High Wage,Arden Holdings Inc,"Montreal, H4S1W8",5221-Photographers,1
Quebec,    High Wage,ASMI Fabrication Inc.,"Alma, G8C0E1",7237-Welders and related machine operators,3
Quebec,    High Wage,ASTEK Canada Inc.,"Montréal, H2Y1M6",2171-Information systems analysts and consultants,1
Quebec,    High Wage,ASTEK Canada Inc.,"Montréal, H2Y1M6",2174-Computer programmers and interactive media developers,2
Quebec,    High Wage,ATELIER BROUILLETTE ET GAGNON INC.,"Shawinigan, G9N6Z3",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Atelier d'usinage Mégatech A.Q. Inc.,"Québec, G1P4M9",7231-Machinists and machining and tooling inspectors,6
Quebec,    High Wage,Atelier Genytech Inc,"LAURIER-STATION, G0S1N0",1522-Storekeepers and partspersons,1
Quebec,    High Wage,Atelier Genytech Inc,"LAURIER-STATION, G0S1N0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",4
Quebec,    High Wage,Atelier Genytech Inc.,"LAURIER-STATION, G0S1N0","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",3
Quebec,    High Wage,Auberge Saint-Antoine Inc,"Québec, G1K4C9",6322-Cooks,1
Quebec,    High Wage,AUDIOKINETIC INC.,"Montréal, H2Y 1M6",2174-Computer programmers and interactive media developers,1
Quebec,    High Wage,Aurel Harvey & Fils Inc.,"La Malbaie, G5A1C5",7237-Welders and related machine operators,2
Quebec,    High Wage,Aurel Harvey & Fils Inc.,"Saint-Augustin-des-Desmaures, G3A1W8",7237-Welders and related machine operators,2
Quebec,    High Wage,Autobus Laval Ltée,"QUEBEC, G1C4N4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,Automative Data Solutions Inc.,"Montréal, H4P2G1",2174-Computer programmers and interactive media developers,1
Quebec,    High Wage,AUTOMOBILE B.W. INC.,"Montréal, H4N2C6",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Automobiles JPD inc,"Montréal, H2G1X3",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Automobiles Relais 2000 inc.,"Sherbrooke, J1J2E9","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,AUTOS J.G. PINARD & FILS LTÉE,"STE-JULIENNE, J0K2T0",7322-Motor vehicle body repairers,2
Quebec,    High Wage,Ball Advanced Aluminum Technologies Holding Canada Inc,"Sherbrooke, J1K1B8",7232-Tool and die makers,1
Quebec,    High Wage,Beaudry Morin Inc.,"Saint-Léonard-d'Aston, J0C1M0",7612-Other trades helpers and labourers,1
Quebec,    High Wage,Beenox inc.,"Quebec, G1K3H3",5241-Graphic designers and illustrators,1
Quebec,    High Wage,Behaviour Interactive Inc.,"MONTRÉAL, H2S3H1","0124-Advertising, marketing and public relations managers",1
Quebec,    High Wage,Behaviour Interactive Inc.,"MONTRÉAL, H2S3H1",2174-Computer programmers and interactive media developers,3
Quebec,    High Wage,Behaviour Interactive Inc.,"MONTRÉAL, H2S3H1",5241-Graphic designers and illustrators,1
Quebec,    High Wage,Bella Yuna Enterprises Ltd.,"Mont-Saint-Hilaire, J3H0N4","0124-Advertising, marketing and public relations managers",1
Quebec,    High Wage,Bessette Automobile Inc.,"COWANSVILLE, J2K1N4",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Béton Provincial Ltée,"Matane, G4W3M6",7511-Transport truck drivers,4
Quebec,    High Wage,BIJOUTERIE MUKESH INC.,"Montreal, H3B1M1",6211-Retail sales supervisors,1
Quebec,    High Wage,Biovac System Inc.,"Montreal, H1Z2X4",4163-Business development officers and marketing researchers and consultants,1
Quebec,    High Wage,Biscuits Leclerc Ltée,"Saint-Augustin-De-Desmaures, G3A1T1",7333-Electrical mechanics,5
Quebec,    High Wage,Bistro Ophelia Inc.,"Québec, G1R2K5",6321-Chefs,1
Quebec,    High Wage,BNP Paribas Solutions TI Canada Inc.,"Montréal, H3A2A6",2171-Information systems analysts and consultants,2
Quebec,    High Wage,Boa-Franc s.e.n.c.,"Saint-Georges, G5Y8J5",7333-Electrical mechanics,2
Quebec,    High Wage,Bois d'oeuvre Cedrico inc.,"Price, G0J1Z0",7312-Heavy-duty equipment mechanics,1
Quebec,    High Wage,Bois Franc Nord inc,"St-Jacques-de-Leeds, G0N1J0",7452-Material handlers,10
Quebec,    High Wage,Bombardier Inc.,"Montreal, H3B1Y8",2132-Mechanical engineers,1
Quebec,    High Wage,Bombardier Inc.,"MONTRÉAL, H3B1Y8",2146-Aerospace engineers,1
Quebec,    High Wage,BonPrix Électroménagers Inc.,"MONTRÉAL, H1N3T4","1215-Supervisors, supply chain, tracking and scheduling co-ordination occupations",1
Quebec,    High Wage,Bottega Pizzeria,"Laval, H7S1N3",6322-Cooks,1
Quebec,    High Wage,Boulangerie Repentigny inc,"Repentigny, J6A2T4",6322-Cooks,1
Quebec,    High Wage,Brasseur Transport,"LA PRAIRIE, J5R5G4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",1
Quebec,    High Wage,Brio Conseils Inc.,"Montréal, H2Z1B1",1122-Professional occupations in business management consulting,1
Quebec,    High Wage,Buf Canada Inc.,"MONTRÉAL, H2X2T6",5241-Graphic designers and illustrators,1
Quebec,    High Wage,Bureau Tech 2000 Inc.,"Dorval, H9P1E7",2242-Electronic service technicians (household and business equipment),1
Quebec,    High Wage,Camions International Elite Ltee,"Québec, G1M4A6","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",4
Quebec,    High Wage,Canam Bâtiments et Structures inc.,"SAINT-GEDEON-DE-BEAUCE, G0M1T0",7237-Welders and related machine operators,30
Quebec,    High Wage,Canam Bâtiments et Structures inc.,"SAINT-GEORGES, G5Y7X3",7237-Welders and related machine operators,32
Quebec,    High Wage,Canam Ponts Canada Inc.,"Québec, G1N4G1",7237-Welders and related machine operators,19
Quebec,    High Wage,Carrier & Bégin inc.,"SAINT-HONORÉ-DE-SHENLEY, G0M1V0",7311-Construction millwrights and industrial mechanics,2
Quebec,    High Wage,Carrières Québec inc.,"JONQUIÈRE, G7S4T7",7312-Heavy-duty equipment mechanics,4
Quebec,    High Wage,CARROSSERIE IDEALE CHOMEDEY INC.,"LAVAL, H7S2L4",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Carrosserie Idéale International St-Léonar Inc,"Montréal, H1P2B7",7322-Motor vehicle body repairers,3
Quebec,    High Wage,CARROSSERIE IDEALE INTERNATIONALE INC,"LAVAL, H7C2H1",7322-Motor vehicle body repairers,1
Quebec,    High Wage,CARROSSERIE IDEALE TERREBONNE INC.,"Terrebonne, J6W3A3",7322-Motor vehicle body repairers,1
Quebec,    High Wage,CARROSSERIE JEAN BLANCHET INC.,"QUÉBEC, G2G0H7",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Carrosserie NCL inc,"Laval, H7M5E5",7322-Motor vehicle body repairers,2
Quebec,    High Wage,Carrosserie Perfecto Inc,"Sherbrooke, J1G5J2",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Carrosserie Prud'homme Inc.,"Laval, H7X1E6",7322-Motor vehicle body repairers,2
Quebec,    High Wage,Carrosseries Mercier Inc.,"Mercier, J6R2A6",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Cas Wire LTD / Cas Fil LTÉE,"Montréal, H3B1L9",6322-Cooks,1
Quebec,    High Wage,C'Chô-Colat Inc.,"Laval, H7T3C1",6321-Chefs,1
Quebec,    High Wage,CDF Promecanique Inc,"N.D ILE PERROT, J7V7M4","7321-Automotive service technicians, truck and bus mechanics and mechanical repairers",2
Quebec,    High Wage,Centre Agricole J.L.D. inc.,"Laval, H7E5N2",7312-Heavy-duty equipment mechanics,1
Quebec,    High Wage,Centre de carrosserie AutoMatch inc,"Rouyn-Noranda, J9X7C5",7322-Motor vehicle body repairers,3
Quebec,    High Wage,Centre de Débosselage Albani Beaulieu Inc.,"Québec, G2K1H3",7322-Motor vehicle body repairers,2
Quebec,    High Wage,CENTRE DE L'AUTO PERRON INC,"LAC-MEGANTIC, G6B2C3",7322-Motor vehicle body repairers,1
Quebec,    High Wage,Centre d'évaluation neuropsychologique et d'orientation pédagogique CENOP inc.,"MONTREAL, H3L1S8",4151-Psychologists,1
